qs_2026 Rank,qs_Previous Rank,qs_Institution Name,qs_Country/Territory,qs_Region,qs_Size,qs_Focus,qs_Research,qs_Status,qs_AR SCORE,qs_AR RANK,qs_ER SCORE,qs_ER RANK,qs_FSR SCORE,qs_FSR RANK,qs_CPF SCORE,qs_CPF RANK,qs_IFR SCORE,qs_IFR RANK,qs_ISR SCORE,qs_ISR RANK,qs_ISD SCORE,qs_ISD RANK,qs_IRN SCORE,qs_IRN RANK,qs_EO SCORE,qs_EO RANK,qs_SUS SCORE,qs_SUS RANK,qs_Overall SCORE,qs_2026_rank_original,qs_2026_rank,qs_2026_rank_display,qs_overall_score,qs_overall_score_available,qs_university_key,the_Rank,the_Name,the_Country,the_Student Population,the_Students to Staff Ratio,the_International Students,the_Female to Male Ratio,the_Overall Score,the_Teaching,the_Research Environment,the_Research Quality,the_Industry Impact,the_International Outlook,the_Year,the_rank,the_female_to_male_ratio_clean,the_female_to_male_ratio_original,the_university_key,match_type,match_similarity,country_match,qs_Institution Name_original,the_Name_original,qs_university_key_clean,the_university_key_clean
,,University of Lincoln,United Kingdom,Europe,L,CO,VH,Public,8.0,,9.3,,13.0,,14.6,,84.8,259.0,73.7,260.0,75.2,234.0,73.7,478.0,6.0,,63.8,,-,801-850,801.0,801-850,,False,university of lincoln,646.0,University of Lincoln,United Kingdom,15645.0,15.0,0.24,"2 days, 10:42:00",42.4539999999999,20.5,18.5,77.2,34.1,86.9,2026.0,646.0,58.0,"2 days, 10:42:00",university of lincoln,exact_name_country,100.0,True,University of Lincoln,University of Lincoln,university of lincoln,university of lincoln
,,"University of Maryland, Baltimore County",United States of America,Americas,L,FC,HI,Public,13.6,,8.2,,18.9,,20.0,710.0,72.9,325.0,50.8,406.0,55.5,371.0,45.4,,10.3,,66.0,,-,801-850,801.0,801-850,,False,university of maryland baltimore county,710.0,"University of Maryland, Baltimore County",United States of America,12398.0,17.8,0.19,"1 day, 22:54:00",41.2795,27.5,27.2,61.3,67.6,55.8,2026.0,710.0,46.0,"1 day, 22:54:00",university of maryland baltimore county,exact_name_country,100.0,True,"University of Maryland, Baltimore County","University of Maryland, Baltimore County",university of maryland baltimore county,university of maryland baltimore county
,,University of Modena and Reggio Emilia,Italy,Europe,L,FC,VH,Public,12.3,,7.6,,4.6,,56.7,310.0,4.8,,7.5,,13.1,,55.1,767.0,20.3,719.0,54.4,,-,801-850,801.0,801-850,,False,university of modena and reggio emilia,534.0,University of Modena and Reggio Emilia,Italy,18479.0,18.9,0.04,"2 days, 6:46:00",45.5929999999999,34.7,25.7,72.9,77.9,38.9,2026.0,534.0,54.0,"2 days, 6:46:00",university of modena and reggio emilia,exact_name_country,100.0,True,University of Modena and Reggio Emilia,University of Modena and Reggio Emilia,university of modena and reggio emilia,university of modena and reggio emilia
,,University of Namur,Belgium,Europe,M,FO,VH,,6.4,,8.8,,5.8,,44.4,421.0,37.2,521.0,59.3,345.0,62.7,316.0,47.5,,10.3,,53.4,,-,801-850,801.0,801-850,,False,university of namur,842.0,University of Namur,Belgium,6480.0,20.0,0.17,"2 days, 10:42:00",38.14,26.8,26.7,49.0,62.4,70.6,2026.0,842.0,58.0,"2 days, 10:42:00",university of namur,exact_name_country,100.0,True,University of Namur,University of Namur,university of namur,university of namur
,,University of Ulsan,Republic of Korea,Asia,L,FC,VH,Private not for Profit,6.0,,3.8,,60.2,300.0,50.1,374.0,2.7,,3.6,,7.9,,29.1,,6.4,,44.2,,-,801-850,801.0,801-850,,False,university of ulsan,545.0,University of Ulsan,Republic of Korea,11778.0,10.7,0.02,"1 day, 21:55:00",45.287,30.6,27.6,75.8,92.9,24.0,2026.0,545.0,45.0,"1 day, 21:55:00",university of ulsan,exact_name_country,100.0,True,University of Ulsan,University of Ulsan,university of ulsan,university of ulsan
,,University of Westminster,United Kingdom,Europe,L,CO,HI,Public,12.3,,11.4,,7.1,,9.0,,85.2,257.0,99.2,65.0,99.2,54.0,37.6,,34.2,498.0,40.3,,-,801-850,801.0,801-850,,False,university of westminster,875.0,University of Westminster,United Kingdom,19530.0,20.0,0.51,"2 days, 11:41:00",37.673,19.0,16.5,63.1,48.7,85.4,2026.0,875.0,59.0,"2 days, 11:41:00",university of westminster,exact_name_country,100.0,True,University of Westminster,University of Westminster,university of westminster,university of westminster
,,Altai State University,Russian Federation,Europe,M,CO,VH,Public,12.9,,7.0,,90.7,101.0,1.9,,8.6,,71.3,266.0,68.1,283.0,18.3,,2.0,,46.2,,-,851-900,851.0,851-900,,False,altai state university,1796.0,Altai State University,Russian Federation,9271.0,18.5,0.27,"2 days, 8:44:00",22.3405,23.0,16.4,17.1,25.3,62.1,2026.0,1796.0,56.0,"2 days, 8:44:00",altai state university,exact_name_country,100.0,True,Altai State University,Altai State University,altai state university,altai state university
,,Auburn University,United States of America,Americas,XL,CO,VH,Public,11.6,,17.6,,10.7,,24.3,650.0,58.1,397.0,10.1,,16.0,,57.2,728.0,29.6,553.0,50.1,,-,851-900,851.0,851-900,,False,auburn university,644.0,Auburn University,United States of America,28365.0,18.5,0.07,"2 days, 3:49:00",42.5055,36.5,27.9,55.6,71.8,54.6,2026.0,644.0,51.0,"2 days, 3:49:00",auburn university,exact_name_country,100.0,True,Auburn University,Auburn University,auburn university,auburn university
,,Australian Catholic University,Australia,Oceania,L,CO,HI,Public,12.0,,11.8,,8.0,,19.4,724.0,86.4,251.0,61.7,329.0,65.4,301.0,35.6,,1.7,,49.3,,-,851-900,851.0,851-900,,False,australian catholic university,425.0,Australian Catholic University,Australia,22604.0,31.7,0.2,"3 days, 4:24:00",48.927,17.7,24.7,97.1,28.0,83.9,2026.0,425.0,76.0,"3 days, 4:24:00",australian catholic university,exact_name_country,100.0,True,Australian Catholic University,Australian Catholic University,australian catholic university,australian catholic university
,,Azerbaijan State Oil and Industry University,Azerbaijan,Asia,L,FO,HI,Public,13.1,,19.0,685.0,73.3,208.0,1.5,,46.8,456.0,9.7,,13.9,,8.5,,45.0,391.0,31.0,,-,851-900,851.0,851-900,,False,azerbaijan state oil and industry university,1962.0,Azerbaijan State Oil and Industry University,Azerbaijan,12831.0,10.3,0.06,38 : 62,18.5745,25.0,8.1,15.7,19.7,44.7,2026.0,1962.0,38.0,38 : 62,azerbaijan state oil and industry university,exact_name_country,100.0,True,Azerbaijan State Oil and Industry University,Azerbaijan State Oil and Industry University,azerbaijan state oil and industry university,azerbaijan state oil and industry university
,,Azerbaijan Technical University,Azerbaijan,Asia,M,SP,MD,,19.1,645.0,25.5,532.0,82.2,157.0,1.4,,13.9,,13.4,,16.5,,4.2,,11.6,,27.9,,-,851-900,851.0,851-900,,False,azerbaijan technical university,2097.0,Azerbaijan Technical University (AzTU),Azerbaijan,9118.0,6.9,0.08,"1 day, 23:53:00",15.5224999999999,26.2,7.5,5.7,30.4,35.9,2026.0,2097.0,47.0,"1 day, 23:53:00",azerbaijan technical university,exact_name_country,100.0,True,Azerbaijan Technical University,Azerbaijan Technical University (AzTU),azerbaijan technical university,azerbaijan technical university
,,BINUS UNIVERSITY (Bina Nusantara University),Indonesia,Asia,L,CO,VH,Private for Profit,20.1,611.0,33.3,432.0,28.5,670.0,4.3,,51.5,429.0,8.7,,13.5,,14.4,,20.6,714.0,41.1,,-,851-900,851.0,851-900,,False,binus university,1445.0,BINUS University,Indonesia,15258.0,13.9,0.04,"1 day, 17:59:00",28.1345,21.4,23.5,34.2,50.6,36.3,2026.0,1445.0,41.0,"1 day, 17:59:00",binus university,exact_name_country,100.0,True,BINUS UNIVERSITY (Bina Nusantara University),BINUS University,binus university,binus university
,,Chungnam National University,Republic of Korea,Asia,L,FC,VH,Public,11.7,,10.6,,54.7,343.0,21.0,697.0,8.4,,20.0,729.0,25.1,681.0,40.8,,6.7,,59.9,,-,851-900,851.0,851-900,,False,chungnam national university,1089.0,Chungnam National University,Republic of Korea,20792.0,20.2,0.03,"1 day, 23:53:00",33.9375,30.1,30.7,37.9,72.0,25.4,2026.0,1089.0,47.0,"1 day, 23:53:00",chungnam national university,exact_name_country,100.0,True,Chungnam National University,Chungnam National University,chungnam national university,chungnam national university
,,Dhofar University,Oman,Asia,S,FO,VH,Private not for Profit,10.0,,9.5,,12.1,,19.6,719.0,100.0,21.0,11.1,,13.8,,35.1,,70.3,208.0,18.7,,-,851-900,851.0,851-900,,False,dhofar university,677.0,Dhofar University,Oman,3049.0,15.9,0.07,"2 days, 5:47:00",41.8025,16.9,19.0,80.8,27.8,79.4,2026.0,677.0,53.0,"2 days, 5:47:00",dhofar university,exact_name_country,100.0,True,Dhofar University,Dhofar University,dhofar university,dhofar university
,,Edinburgh Napier University,United Kingdom,Europe,L,CO,HI,Public,7.9,,5.5,,6.1,,21.9,686.0,89.5,227.0,84.7,196.0,86.1,167.0,59.4,702.0,8.6,,40.1,,-,851-900,851.0,851-900,,False,edinburgh napier university,674.0,Edinburgh Napier University,United Kingdom,14615.0,21.8,0.21,"2 days, 7:45:00",41.886,17.5,19.7,75.3,41.2,90.3,2026.0,674.0,55.0,"2 days, 7:45:00",edinburgh napier university,exact_name_country,100.0,True,Edinburgh Napier University,Edinburgh Napier University,edinburgh napier university,edinburgh napier university
,,Instituto Politécnico Nacional (IPN),Mexico,Americas,XL,FO,VH,Public,26.6,474.0,33.9,423.0,17.0,,3.1,,6.7,,2.1,,6.6,,47.4,,12.7,,56.3,,-,851-900,851.0,851-900,,False,instituto polit cnico nacional,2021.0,Instituto Politécnico Nacional (IPN),Mexico,139234.0,12.7,0.0,"1 day, 20:56:00",17.3819999999999,21.9,10.7,16.2,25.4,25.9,2026.0,2021.0,44.0,"1 day, 20:56:00",instituto polit cnico nacional,exact_name_country,100.0,True,Instituto Politécnico Nacional (IPN),Instituto Politécnico Nacional (IPN),instituto politecnico nacional,instituto politecnico nacional
,,Jiangnan University,China (Mainland),Asia,L,FC,VH,Public,5.8,,4.7,,15.6,,65.0,248.0,,,,,,,58.3,716.0,1.2,,30.0,,-,851-900,851.0,851-900,,False,jiangnan university,667.0,Jiangnan University,China (Mainland),32581.0,12.1,0.01,,41.9615,29.5,25.8,68.0,92.8,22.2,2026.0,667.0,,,jiangnan university,exact_name_country,100.0,True,Jiangnan University,Jiangnan University,jiangnan university,jiangnan university
,,Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,Public,13.5,,12.0,,9.6,,20.4,707.0,53.8,420.0,21.2,707.0,27.3,648.0,89.7,178.0,11.5,,53.9,,-,851-900,851.0,851-900,,False,liverpool john moores university,568.0,Liverpool John Moores University,United Kingdom,24415.0,18.1,0.16,"2 days, 9:43:00",44.705,19.7,19.7,83.8,51.2,79.9,2026.0,568.0,57.0,"2 days, 9:43:00",liverpool john moores university,exact_name_country,100.0,True,Liverpool John Moores University,Liverpool John Moores University,liverpool john moores university,liverpool john moores university
,,Louisiana State University,United States of America,Americas,XL,CO,VH,Public,14.1,,12.9,,9.6,,23.8,659.0,22.4,682.0,6.9,,12.5,,63.4,644.0,36.8,471.0,75.4,,-,851-900,851.0,851-900,,False,louisiana state university,733.0,Louisiana State University,United States of America,33738.0,20.7,0.04,"2 days, 8:44:00",40.3665,34.1,20.6,60.8,65.7,46.2,2026.0,733.0,56.0,"2 days, 8:44:00",louisiana state university,exact_name_country,100.0,True,Louisiana State University,Louisiana State University,louisiana state university,louisiana state university
,,Mendel University in Brno,Czechia,Europe,M,FO,VH,Public,9.8,,8.3,,68.8,239.0,8.3,,14.3,,38.8,507.0,41.5,495.0,74.1,461.0,4.8,,49.4,,-,851-900,851.0,851-900,,False,mendel university in brno,1329.0,Mendel University in Brno,Czechia,9185.0,16.2,0.17,"2 days, 6:46:00",29.8799999999999,25.4,18.2,39.7,23.1,57.0,2026.0,1329.0,54.0,"2 days, 6:46:00",mendel university in brno,exact_name_country,100.0,True,Mendel University in Brno,Mendel University in Brno,mendel university in brno,mendel university in brno
,,Multimedia University (MMU),Malaysia,Asia,M,FO,VH,Private for Profit,18.9,651.0,27.0,508.0,17.3,,9.2,,53.6,422.0,56.8,365.0,60.8,334.0,26.9,,5.1,,39.1,,-,851-900,851.0,851-900,,False,multimedia university,1126.0,Multimedia University,Malaysia,8957.0,12.9,0.17,"1 day, 21:55:00",33.2785,26.1,21.3,38.7,74.8,64.0,2026.0,1126.0,45.0,"1 day, 21:55:00",multimedia university,exact_name_country,100.0,True,Multimedia University (MMU),Multimedia University,multimedia university,multimedia university
,,Nantes University,France,Europe,XL,CO,VH,Public,14.8,,5.9,,12.3,,30.6,582.0,20.2,709.0,25.0,665.0,31.0,603.0,88.1,201.0,4.6,,48.3,,-,851-900,851.0,851-900,,False,nantes university,683.0,Nantes Université,France,35045.0,17.3,0.12,"2 days, 9:43:00",41.7185,29.3,21.4,65.6,67.6,59.8,2026.0,683.0,57.0,"2 days, 9:43:00",nantes universit,exact_name_country,100.0,True,Nantes University,Nantes Université,nantes university,nantes universite
,,O. P. Jindal Global University (JGU),India,Asia,M,SP,VH,Private not for Profit,15.9,,29.7,481.0,66.8,257.0,3.2,,34.3,543.0,2.1,,6.5,,23.3,,3.5,,46.7,,-,851-900,851.0,851-900,,False,o p jindal global university,1167.0,O.P. Jindal Global University,India,8674.0,7.9,0.01,"2 days, 2:50:00",32.644,26.0,16.3,51.1,16.8,56.6,2026.0,1167.0,50.0,"2 days, 2:50:00",o p jindal global university,exact_name_country,100.0,True,O. P. Jindal Global University (JGU),O.P. Jindal Global University,o p jindal global university,o p jindal global university
,,Oklahoma State University,United States of America,Americas,L,FC,HI,Public,10.6,,12.8,,12.2,,21.3,694.0,65.0,358.0,12.0,,17.9,799.0,71.4,509.0,30.6,543.0,50.5,695.0,-,851-900,851.0,851-900,,False,oklahoma state university,678.0,Oklahoma State University,United States of America,22574.0,14.7,0.05,"2 days, 5:47:00",41.7874999999999,36.5,21.1,60.9,61.9,55.4,2026.0,678.0,53.0,"2 days, 5:47:00",oklahoma state university,exact_name_country,100.0,True,Oklahoma State University,Oklahoma State University,oklahoma state university,oklahoma state university
,,Prince of Songkla University,Thailand,Asia,XL,FC,HI,Public,32.4,380.0,13.5,,20.4,,6.9,,7.4,,2.7,,7.2,,55.4,764.0,5.6,,60.9,,-,851-900,851.0,851-900,,False,prince of songkla university,1399.0,Prince of Songkla University,Thailand,33623.0,13.1,0.02,"2 days, 20:32:00",28.6324999999999,24.3,16.0,39.4,51.6,39.2,2026.0,1399.0,68.0,"2 days, 20:32:00",prince of songkla university,exact_name_country,100.0,True,Prince of Songkla University,Prince of Songkla University,prince of songkla university,prince of songkla university
,,Tokyo University of Agriculture and Technology,Japan,Asia,M,FO,VH,Public,15.6,,11.2,,18.7,,40.3,464.0,11.6,,11.3,,15.3,,42.4,,1.7,,33.2,,-,851-900,851.0,851-900,,False,tokyo university of agriculture and technology,1204.0,Tokyo University of Agriculture and Technology,Japan,5923.0,14.2,0.07,36 : 64,32.038,34.0,25.5,28.0,82.2,39.0,2026.0,1204.0,36.0,36 : 64,tokyo university of agriculture and technology,exact_name_country,100.0,True,Tokyo University of Agriculture and Technology,Tokyo University of Agriculture and Technology,tokyo university of agriculture and technology,tokyo university of agriculture and technology
,,Université du Québec,Canada,Americas,XL,FC,HI,Public,20.5,600.0,14.9,,2.5,,16.8,767.0,40.3,497.0,19.0,744.0,14.4,,65.4,616.0,31.4,531.0,51.6,,-,851-900,851.0,851-900,,False,universit du qu bec,541.0,Université du Québec,Canada,50342.0,17.1,0.17,"2 days, 10:42:00",45.3784999999999,33.4,33.5,57.1,73.2,76.7,2026.0,541.0,58.0,"2 days, 10:42:00",universit du qu bec,exact_name_country,100.0,True,Université du Québec,Université du Québec,universite du quebec,universite du quebec
,,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Asia,M,FO,VH,Public,17.0,,18.5,696.0,39.1,519.0,5.5,,45.3,466.0,63.4,318.0,56.9,359.0,23.0,,5.2,,42.5,,-,851-900,851.0,851-900,,False,universiti pendidikan sultan idris,645.0,Universiti Pendidikan Sultan Idris,Malaysia,5754.0,8.9,0.28,"2 days, 11:41:00",42.4999999999999,39.4,27.6,48.4,56.2,81.4,2026.0,645.0,59.0,"2 days, 11:41:00",universiti pendidikan sultan idris,exact_name_country,100.0,True,Universiti Pendidikan Sultan Idris (UPSI),Universiti Pendidikan Sultan Idris,universiti pendidikan sultan idris,universiti pendidikan sultan idris
,,University of Ghana,Ghana,Africa,XL,FC,HI,Public,17.8,687.0,12.4,,2.1,,10.8,,8.1,,1.8,,1.6,,80.8,337.0,96.8,63.0,52.8,651.0,-,851-900,851.0,851-900,,False,university of ghana,1043.0,University of Ghana,Ghana,72334.0,46.5,0.01,"2 days, 1:51:00",34.7575,17.0,32.2,49.2,46.8,50.3,2026.0,1043.0,49.0,"2 days, 1:51:00",university of ghana,exact_name_country,100.0,True,University of Ghana,University of Ghana,university of ghana,university of ghana
,,University of Santo Tomas,Philippines,Asia,XL,FC,MD,Private not for Profit,20.3,605.0,45.9,294.0,14.1,,1.7,,38.5,513.0,9.0,,7.0,,19.1,,25.5,631.0,40.2,,-,851-900,851.0,851-900,,False,university of santo tomas,1657.0,University of Santo Tomas,Philippines,42253.0,15.1,0.06,"2 days, 10:42:00",24.6794999999999,23.0,10.2,32.1,21.1,59.5,2026.0,1657.0,58.0,"2 days, 10:42:00",university of santo tomas,exact_name_country,100.0,True,University of Santo Tomas,University of Santo Tomas,university of santo tomas,university of santo tomas
,,University of Seoul,Republic of Korea,Asia,M,CO,VH,Public,17.6,695.0,15.6,,49.2,390.0,16.5,773.0,6.4,,12.0,,16.3,,38.4,,6.9,,48.5,,-,851-900,851.0,851-900,,False,university of seoul,1086.0,University of Seoul,Republic of Korea,9555.0,13.5,0.07,"1 day, 20:56:00",34.015,31.8,28.3,38.5,50.3,38.2,2026.0,1086.0,44.0,"1 day, 20:56:00",university of seoul,exact_name_country,100.0,True,University of Seoul,University of Seoul,university of seoul,university of seoul
,,Verona University,Italy,Europe,L,FO,VH,Public,13.1,,5.0,,5.9,,50.0,375.0,6.3,,8.4,,14.1,,70.3,523.0,6.9,,52.7,,-,851-900,851.0,851-900,,False,verona university,398.0,Verona University,Italy,21809.0,25.6,0.05,"2 days, 16:36:00",49.925,34.6,31.1,81.6,71.1,45.0,2026.0,398.0,64.0,"2 days, 16:36:00",verona university,exact_name_country,100.0,True,Verona University,Verona University,verona university,verona university
,,Vilnius Gediminas Technical University,Lithuania,Europe,M,SP,VH,Public,13.8,,17.4,,38.4,529.0,15.6,790.0,19.3,723.0,54.3,381.0,58.7,347.0,42.7,,9.3,,35.1,,-,851-900,851.0,851-900,,False,vilnius gediminas technical university,1543.0,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,8333.0,13.1,0.21,34 : 66,26.5314999999999,20.8,17.9,31.0,47.3,53.5,2026.0,1543.0,34.0,34 : 66,vilnius gediminas technical university,exact_name_country,100.0,True,Vilnius Gediminas Technical University,Vilnius Gediminas Technical University (Vilnius Tech),vilnius gediminas technical university,vilnius gediminas technical university
,,Worcester Polytechnic Institute,United States of America,Americas,M,FO,VH,Private not for Profit,3.7,,15.3,,20.5,,40.7,461.0,36.9,522.0,36.6,530.0,27.4,647.0,29.4,,16.7,791.0,47.3,,-,851-900,851.0,851-900,,False,worcester polytechnic institute,721.0,Worcester Polytechnic Institute,United States of America,6312.0,12.9,0.14,36 : 64,40.711,32.6,21.4,59.6,67.2,57.6,2026.0,721.0,36.0,36 : 64,worcester polytechnic institute,exact_name_country,100.0,True,Worcester Polytechnic Institute,Worcester Polytechnic Institute,worcester polytechnic institute,worcester polytechnic institute
,,Yarmouk University,Jordan,Asia,L,FC,HI,Public,23.4,541.0,32.0,448.0,5.3,,5.2,,7.7,,25.9,646.0,28.4,634.0,44.6,,42.3,414.0,45.3,,-,851-900,851.0,851-900,,False,yarmouk university,720.0,Yarmouk University,Jordan,21300.0,23.6,0.15,,40.7555,29.3,17.9,69.9,29.9,63.4,2026.0,720.0,,,yarmouk university,exact_name_country,100.0,True,Yarmouk University,Yarmouk University,yarmouk university,yarmouk university
,,Chonnam National University,Republic of Korea,Asia,L,FC,VH,Public,12.2,,6.8,,47.3,415.0,24.0,654.0,14.6,,16.3,793.0,21.9,731.0,29.2,,6.5,,61.3,,-,901-950,901.0,901-950,,False,chonnam national university,865.0,Chonnam National University,Republic of Korea,16714.0,12.6,0.08,"2 days, 3:49:00",37.7795,34.5,29.6,47.0,60.7,33.2,2026.0,865.0,51.0,"2 days, 3:49:00",chonnam national university,exact_name_country,100.0,True,Chonnam National University,Chonnam National University,chonnam national university,chonnam national university
,,Future University in Egypt,Egypt,Africa,M,FO,VH,Private not for Profit,7.1,,40.5,334.0,47.2,416.0,5.3,,18.2,738.0,33.0,558.0,34.5,558.0,50.4,,3.3,,35.7,,-,901-950,901.0,901-950,,False,future university in egypt,816.0,Future University in Egypt,Egypt,7962.0,9.5,0.11,"1 day, 21:55:00",38.7529999999999,22.2,10.6,78.6,18.0,64.4,2026.0,816.0,45.0,"1 day, 21:55:00",future university in egypt,exact_name_country,100.0,True,Future University in Egypt,Future University in Egypt,future university in egypt,future university in egypt
,,Kanazawa University,Japan,Asia,M,FC,VH,Public,13.2,,7.1,,58.1,311.0,22.1,684.0,11.6,,10.8,,15.4,,33.9,,1.7,,53.1,,-,901-950,901.0,901-950,,False,kanazawa university,1147.0,Kanazawa University,Japan,10216.0,9.9,0.06,36 : 64,32.917,36.0,21.8,35.6,67.5,34.6,2026.0,1147.0,36.0,36 : 64,kanazawa university,exact_name_country,100.0,True,Kanazawa University,Kanazawa University,kanazawa university,kanazawa university
