qs_2026 Rank,qs_Previous Rank,qs_Institution Name,qs_Country/Territory,qs_Region,qs_Size,qs_Focus,qs_Research,qs_Status,qs_AR SCORE,qs_AR RANK,qs_ER SCORE,qs_ER RANK,qs_FSR SCORE,qs_FSR RANK,qs_CPF SCORE,qs_CPF RANK,qs_IFR SCORE,qs_IFR RANK,qs_ISR SCORE,qs_ISR RANK,qs_ISD SCORE,qs_ISD RANK,qs_IRN SCORE,qs_IRN RANK,qs_EO SCORE,qs_EO RANK,qs_SUS SCORE,qs_SUS RANK,qs_Overall SCORE,qs_2026_rank_original,qs_2026_rank,qs_2026_rank_display,qs_overall_score,qs_overall_score_available,qs_university_key,the_Rank,the_Name,the_Country,the_Student Population,the_Students to Staff Ratio,the_International Students,the_Female to Male Ratio,the_Overall Score,the_Teaching,the_Research Environment,the_Research Quality,the_Industry Impact,the_International Outlook,the_Year,the_rank,the_female_to_male_ratio_clean,the_female_to_male_ratio_original,the_university_key,match_type,match_similarity,country_match,qs_Institution Name_original,the_Name_original,qs_university_key_clean,the_university_key_clean
,,King Mongkut's University of Technology Thonburi,Thailand,Asia,L,CO,VH,Public,20.8,596.0,15.1,,17.9,,17.7,757.0,11.7,,7.1,,11.5,,45.0,,3.1,,61.5,,-,901-950,901.0,901-950,,False,king mongkut s university of technology thonburi,979.0,King Mongkutâ€™s University of Technology Thonburi,Thailand,14898.0,19.7,0.04,"1 day, 21:55:00",35.839,19.8,22.9,57.0,78.8,41.4,2026.0,979.0,45.0,"1 day, 21:55:00",king mongkut s university of technology thonburi,fuzzy_high,98.97,True,King Mongkut's University of Technology Thonburi,King Mongkutâ€™s University of Technology Thonburi,king mongkut s university of technology thonburi,king mongkuta s university of technology thonburi
,,University at Albany SUNY,United States of America,Americas,L,CO,VH,Public,10.1,,9.7,,7.3,,44.1,427.0,5.3,,10.1,,7.8,,63.2,647.0,12.8,,47.4,,-,901-950,901.0,901-950,,False,university at albany suny,610.0,SUNY University at Albany,United States of America,14843.0,15.9,0.07,"2 days, 5:47:00",43.4325,28.7,27.6,66.4,68.8,57.2,2026.0,610.0,53.0,"2 days, 5:47:00",suny university at albany,fuzzy_high,100.0,True,University at Albany SUNY,SUNY University at Albany,university at albany suny,suny university at albany
,,Escuela Superior Politécnica del Litoral - ESPOL,Ecuador,Americas,M,CO,VH,Public,22.7,552.0,21.5,612.0,32.6,593.0,5.0,,20.1,712.0,2.4,,6.7,,27.4,,12.3,,49.3,,-,951-1000,951.0,951-1000,,False,escuela superior polit cnica del litoral espol,1593.0,Escuela Superior Politécnica del Litoral,Ecuador,10308.0,8.9,0.01,39 : 61,25.6654999999999,22.4,9.7,35.8,31.3,56.7,2026.0,1593.0,39.0,39 : 61,escuela superior polit cnica del litoral,fuzzy_high,93.02,True,Escuela Superior Politécnica del Litoral - ESPOL,Escuela Superior Politécnica del Litoral,escuela superior politecnica del litoral espol,escuela superior politecnica del litoral
,,The Robert Gordon University,United Kingdom,Europe,L,CO,HI,Public,4.0,,19.4,671.0,6.7,,11.4,,78.5,303.0,84.4,199.0,85.8,170.0,34.2,,9.4,,46.9,,-,951-1000,951.0,951-1000,,False,the robert gordon university,828.0,Robert Gordon University,United Kingdom,11720.0,22.1,0.33,"2 days, 16:36:00",38.43,17.3,13.9,69.9,39.2,90.1,2026.0,828.0,64.0,"2 days, 16:36:00",robert gordon university,fuzzy_high,92.31,True,The Robert Gordon University,Robert Gordon University,the robert gordon university,robert gordon university
,,Universidad Autónoma Metropolitana (UAM),Mexico,Americas,XL,FC,HI,Public,32.5,379.0,16.0,,5.3,,4.3,,11.5,,1.5,,1.4,,47.1,,6.2,,47.7,,-,951-1000,951.0,951-1000,,False,universidad aut noma metropolitana,1790.0,Metropolitan Autonomous University,Mexico,61622.0,44.5,0.01,"2 days, 2:50:00",22.4845,21.1,24.4,19.6,30.1,28.0,2026.0,1790.0,50.0,"2 days, 2:50:00",metropolitan autonomous university,fuzzy_high,92.54,True,Universidad Autónoma Metropolitana (UAM),Metropolitan Autonomous University,universidad autonoma metropolitana,metropolitan autonomous university
,,Universidad EAFIT,Colombia,Americas,L,CO,HI,Private not for Profit,19.4,634.0,46.0,293.0,6.8,,4.1,,4.1,,1.9,,1.7,,10.8,,51.8,326.0,45.4,,-,951-1000,951.0,951-1000,,False,universidad eafit,1982.0,EAFIT University,Colombia,12722.0,19.0,0.02,"1 day, 19:57:00",18.2114999999999,17.4,11.1,18.4,21.3,46.5,2026.0,1982.0,43.0,"1 day, 19:57:00",eafit university,fuzzy_high,100.0,True,Universidad EAFIT,EAFIT University,universidad eafit,eafit university
,,University of Ha'il,Saudi Arabia,Asia,L,FC,HI,Public,8.7,,4.3,,41.1,492.0,5.0,,100.0,46.0,5.4,,9.8,,62.3,660.0,2.9,,45.6,,-,951-1000,951.0,951-1000,,False,university of ha il,767.0,University of Haâ€™il,Saudi Arabia,20652.0,10.9,0.05,"2 days, 14:38:00",39.7004999999999,22.1,12.2,75.5,26.7,79.0,2026.0,767.0,62.0,"2 days, 14:38:00",university of ha il,fuzzy_high,97.44,True,University of Ha'il,University of Haâ€™il,university of ha il,university of haa il
,,Binghamton University SUNY,United States of America,Americas,L,CO,VH,Public,10.1,,14.1,,9.3,,19.5,723.0,17.3,760.0,15.5,,21.6,739.0,26.2,,11.3,,44.8,,-,1001-1200,1001.0,1001-1200,,False,binghamton university suny,759.0,SUNY Binghamton University,United States of America,18703.0,20.2,0.09,"2 days, 4:48:00",39.8964999999999,33.2,26.9,54.7,64.6,44.1,2026.0,759.0,52.0,"2 days, 4:48:00",suny binghamton university,fuzzy_high,100.0,True,Binghamton University SUNY,SUNY Binghamton University,binghamton university suny,suny binghamton university
,,MATE Hungarian University of Agriculture and Life Sciences,Hungary,Europe,M,FO,VH,Private not for Profit,7.1,,8.0,,34.1,577.0,7.2,,4.1,,43.1,467.0,48.3,431.0,59.0,707.0,4.8,,55.4,,-,1001-1200,1001.0,1001-1200,,False,mate hungarian university of agriculture and life sciences,1220.0,Hungarian University of Agriculture and Life Sciences,Hungary,9478.0,11.0,0.16,"2 days, 11:41:00",31.824,33.2,13.2,42.0,25.3,61.2,2026.0,1220.0,59.0,"2 days, 11:41:00",hungarian university of agriculture and life sciences,fuzzy_high,95.5,True,MATE Hungarian University of Agriculture and Life Sciences,Hungarian University of Agriculture and Life Sciences,mate hungarian university of agriculture and life sciences,hungarian university of agriculture and life sciences
,,National University Lviv Polytechnic,Ukraine,Europe,L,CO,VH,Public,9.6,,26.3,518.0,38.6,525.0,2.6,,3.7,,2.1,,6.4,,20.2,,17.9,761.0,50.8,,-,1001-1200,1001.0,1001-1200,,False,national university lviv polytechnic,1849.0,Lviv Polytechnic National University,Ukraine,25087.0,12.8,0.01,"1 day, 21:55:00",21.2159999999999,20.2,12.0,29.3,23.3,27.4,2026.0,1849.0,45.0,"1 day, 21:55:00",lviv polytechnic national university,fuzzy_high,100.0,True,National University Lviv Polytechnic,Lviv Polytechnic National University,national university lviv polytechnic,lviv polytechnic national university
,,Northern Borders University,Saudi Arabia,Asia,M,FC,HI,Public,13.4,,6.4,,28.8,657.0,4.5,,100.0,42.0,16.1,797.0,12.2,,18.0,,3.0,,15.7,,-,1001-1200,1001.0,1001-1200,,False,northern borders university,911.0,Northern Border University,Saudi Arabia,7128.0,8.6,0.02,"2 days, 15:37:00",36.997,26.5,15.8,59.7,26.0,75.3,2026.0,911.0,63.0,"2 days, 15:37:00",northern border university,fuzzy_high,98.11,True,Northern Borders University,Northern Border University,northern borders university,northern border university
,,Poznan University of Life Sciences,Poland,Europe,M,FO,VH,Public,6.6,,4.1,,92.2,95.0,14.8,,1.7,,11.1,,14.5,,37.5,,4.1,,26.6,,-,1001-1200,1001.0,1001-1200,,False,poznan university of life sciences,1495.0,PoznaÅ„ University of Life Sciences,Poland,5626.0,7.7,0.08,"2 days, 11:41:00",27.3064999999999,26.5,12.8,41.0,30.3,30.2,2026.0,1495.0,59.0,"2 days, 11:41:00",pozna university of life sciences,fuzzy_high,97.06,True,Poznan University of Life Sciences,PoznaÅ„ University of Life Sciences,poznan university of life sciences,poznaa university of life sciences
,,Sebelas Maret University,Indonesia,Asia,XL,FC,HI,Public,21.2,586.0,21.4,616.0,25.2,730.0,2.5,,33.3,550.0,11.2,,16.9,,20.5,,2.8,,50.8,,-,1001-1200,1001.0,1001-1200,,False,sebelas maret university,1202.0,Universitas Sebelas Maret,Indonesia,27604.0,16.7,0.03,"2 days, 17:35:00",32.089,25.1,23.8,42.2,51.0,41.1,2026.0,1202.0,65.0,"2 days, 17:35:00",universitas sebelas maret,fuzzy_high,93.88,True,Sebelas Maret University,Universitas Sebelas Maret,sebelas maret university,universitas sebelas maret
,,Southwest University,China (Mainland),Asia,XL,CO,VH,Public,3.2,,3.5,,12.0,,45.1,414.0,1.5,,5.3,,4.2,,51.4,,16.5,798.0,37.9,,-,1001-1200,1001.0,1001-1200,,False,southwest university,292.0,Southeast University,China (Mainland),43942.0,13.4,0.04,35 : 65,54.6924999999999,39.3,46.3,73.7,99.8,47.6,2026.0,292.0,35.0,35 : 65,southeast university,fuzzy_high,95.0,True,Southwest University,Southeast University,southwest university,southeast university
,,Technical University of Ostrava,Czechia,Europe,M,FO,VH,Public,7.7,,21.5,614.0,28.9,653.0,10.3,,15.2,,41.1,482.0,45.1,463.0,56.9,738.0,5.0,,46.5,,-,1001-1200,1001.0,1001-1200,,False,technical university of ostrava,1252.0,VSB - Technical University of Ostrava,Czechia,12121.0,16.2,0.15,33 : 67,31.258,25.6,20.9,38.5,48.5,55.4,2026.0,1252.0,33.0,33 : 67,vsb technical university of ostrava,fuzzy_high,93.94,True,Technical University of Ostrava,VSB - Technical University of Ostrava,technical university of ostrava,vsb technical university of ostrava
,,Universidad Austral de Chile,Chile,Americas,L,FC,HI,Private not for Profit,19.3,638.0,15.4,,4.1,,14.3,,20.5,703.0,2.5,,6.8,,45.8,,4.8,,44.0,,-,1001-1200,1001.0,1001-1200,,False,universidad austral de chile,1705.0,Austral University of Chile,Chile,18781.0,19.1,0.01,"2 days, 7:45:00",23.952,15.6,17.2,29.2,41.8,52.4,2026.0,1705.0,55.0,"2 days, 7:45:00",austral university of chile,fuzzy_high,92.59,True,Universidad Austral de Chile,Austral University of Chile,universidad austral de chile,austral university of chile
,,Universidad Diego Portales,Chile,Americas,L,FO,VH,Private not for Profit,19.0,647.0,25.8,526.0,11.9,,5.5,,17.5,758.0,6.3,,4.9,,37.1,,8.8,,36.4,,-,1001-1200,1001.0,1001-1200,,False,universidad diego portales,1306.0,Diego Portales University,Chile,18505.0,17.1,0.03,"2 days, 2:50:00",30.333,16.1,12.2,57.4,19.2,54.1,2026.0,1306.0,50.0,"2 days, 2:50:00",diego portales university,fuzzy_high,100.0,True,Universidad Diego Portales,Diego Portales University,universidad diego portales,diego portales university
,,Universidad ICESI,Colombia,Americas,M,FO,HI,Private not for Profit,7.8,,8.8,,87.6,114.0,2.4,,5.1,,5.2,,9.3,,7.4,,12.9,,15.9,,-,1001-1200,1001.0,1001-1200,,False,universidad icesi,1285.0,Icesi University,Colombia,5974.0,11.9,0.03,"2 days, 4:48:00",30.5884999999999,20.3,12.1,57.0,21.4,41.8,2026.0,1285.0,52.0,"2 days, 4:48:00",icesi university,fuzzy_high,100.0,True,Universidad ICESI,Icesi University,universidad icesi,icesi university
,,Universidad Técnica Federico Santa María,Chile,Americas,L,FO,VH,Private not for Profit,13.3,,37.5,374.0,4.7,,8.3,,19.0,728.0,1.8,,1.6,,46.3,,17.7,767.0,42.7,,-,1001-1200,1001.0,1001-1200,,False,universidad t cnica federico santa mar a,1731.0,Federico Santa María Technical University,Chile,19907.0,27.1,0.02,26 : 74,23.5815,14.5,12.9,33.0,40.7,53.8,2026.0,1731.0,26.0,26 : 74,federico santa mar a technical university,fuzzy_high,97.5,True,Universidad Técnica Federico Santa María,Federico Santa María Technical University,universidad tecnica federico santa maria,federico santa maria technical university
,,University of Texas Arlington,United States of America,Americas,XL,CO,VH,Public,7.0,,9.2,,6.6,,16.4,776.0,12.7,,39.7,492.0,45.2,460.0,57.7,722.0,14.9,,64.5,,-,1001-1200,1001.0,1001-1200,,False,university of texas arlington,779.0,University of Texas at Arlington,United States of America,38017.0,32.3,0.16,"2 days, 12:40:00",39.556,25.0,23.0,62.2,65.9,56.2,2026.0,779.0,60.0,"2 days, 12:40:00",university of texas at arlington,fuzzy_high,95.08,True,University of Texas Arlington,University of Texas at Arlington,university of texas arlington,university of texas at arlington
,,University of Texas at San Antonio,United States of America,Americas,L,FC,HI,Public,6.7,,6.0,,5.8,,30.6,581.0,14.1,,4.6,,3.7,,59.9,694.0,8.0,,44.5,,-,1001-1200,1001.0,1001-1200,,False,university of texas at san antonio,705.0,The University of Texas at San Antonio,United States of America,27369.0,24.2,0.03,"2 days, 5:47:00",41.4225,21.9,23.4,75.7,60.9,40.4,2026.0,705.0,53.0,"2 days, 5:47:00",the university of texas at san antonio,fuzzy_high,94.44,True,University of Texas at San Antonio,The University of Texas at San Antonio,university of texas at san antonio,the university of texas at san antonio
,,Xi'an Jiaotong-Liverpool University,China (Mainland),Asia,L,CO,HI,Private not for Profit,5.9,,5.4,,8.1,,12.0,,95.2,177.0,5.2,,10.2,,45.9,,1.3,,44.0,,-,1001-1200,1001.0,1001-1200,,False,xi an jiaotong liverpool university,754.0,Xiâ€™an Jiaotong-Liverpool University,China (Mainland),21448.0,18.3,0.03,"2 days, 4:48:00",40.0455,21.2,17.6,71.3,40.5,75.7,2026.0,754.0,52.0,"2 days, 4:48:00",xi an jiaotong liverpool university,fuzzy_high,98.59,True,Xi'an Jiaotong-Liverpool University,Xiâ€™an Jiaotong-Liverpool University,xi an jiaotong liverpool university,xia an jiaotong liverpool university
,,British University in Egypt,Egypt,Africa,M,FO,VH,Private for Profit,8.4,,10.8,,36.7,549.0,4.6,,1.8,,6.1,,10.1,,18.4,,3.0,,20.6,,-,1201-1400,1201.0,1201-1400,,False,british university in egypt,1461.0,The British University in Egypt,Egypt,11180.0,21.8,0.04,"2 days, 3:49:00",27.9044999999999,16.7,12.1,53.0,19.1,37.4,2026.0,1461.0,51.0,"2 days, 3:49:00",the british university in egypt,fuzzy_high,93.1,True,British University in Egypt,The British University in Egypt,british university in egypt,the british university in egypt
,,Odessa I.I.Mechnikov National University,Ukraine,Europe,M,FO,HI,Public,3.9,,6.3,,70.5,224.0,1.6,,2.2,,6.1,,10.1,,12.9,,16.8,790.0,15.5,,-,1201-1400,1201.0,1201-1400,,False,odessa i i mechnikov national university,2109.0,Odesa I.I. Mechnikov National University,Ukraine,5839.0,7.8,0.03,"2 days, 17:35:00",15.1165,24.7,9.1,8.5,16.9,26.2,2026.0,2109.0,65.0,"2 days, 17:35:00",odesa i i mechnikov national university,fuzzy_high,98.73,True,Odessa I.I.Mechnikov National University,Odesa I.I. Mechnikov National University,odessa i i mechnikov national university,odesa i i mechnikov national university
,,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,Europe,L,SP,VH,Public,6.5,,14.5,,3.8,,10.0,,,,8.6,,6.6,,49.3,,5.3,,22.7,,-,1201-1400,1201.0,1201-1400,,False,the gheorghe asachi technical university of iasi,1958.0,Gheorghe Asachi Technical University of IaÅŸi,Romania,13126.0,22.4,0.13,30 : 70,18.653,18.2,10.2,21.5,33.9,33.6,2026.0,1958.0,30.0,30 : 70,gheorghe asachi technical university of ia i,fuzzy_high,92.47,True,"The ""Gheorghe Asachi"" Technical University of Iasi",Gheorghe Asachi Technical University of IaÅŸi,the gheorghe asachi technical university of iasi,gheorghe asachi technical university of iaayi
,,The Russian Presidential Academy of National Economy and Public Administration,Russian Federation,Europe,XL,FO,VH,Public,5.6,,14.9,,48.4,401.0,1.2,,2.1,,4.6,,9.3,,21.8,,53.7,312.0,14.3,,-,1201-1400,1201.0,1201-1400,,False,the russian presidential academy of national economy and public administration,1766.0,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,21295.0,17.1,0.04,"2 days, 18:34:00",22.8874999999999,23.9,22.5,21.3,27.3,24.4,2026.0,1766.0,66.0,"2 days, 18:34:00",russian presidential academy of national economy and public administration,fuzzy_high,97.37,True,The Russian Presidential Academy of National Economy and Public Administration,Russian Presidential Academy of National Economy and Public Administration,the russian presidential academy of national economy and public administration,russian presidential academy of national economy and public administration
,,The University of Northampton,United Kingdom,Europe,L,CO,MD,Public,3.4,,3.9,,6.4,,4.4,,51.5,431.0,93.4,140.0,93.9,116.0,16.8,,5.9,,19.0,,-,1201-1400,1201.0,1201-1400,,False,the university of northampton,1527.0,University of Northampton,United Kingdom,14775.0,21.7,0.46,"2 days, 15:37:00",26.83,16.1,11.0,40.4,18.7,80.3,2026.0,1527.0,63.0,"2 days, 15:37:00",university of northampton,fuzzy_high,92.59,True,The University of Northampton,University of Northampton,the university of northampton,university of northampton
,,UCAM Universidad Católica San Antonio de Murcia,Spain,Europe,L,FO,VH,,9.6,,5.6,,9.9,,7.5,,14.6,,43.8,460.0,49.0,425.0,23.9,,1.8,,41.4,,-,1201-1400,1201.0,1201-1400,,False,ucam universidad cat lica san antonio de murcia,1494.0,Universidad Católica San Antonio de Murcia (UCAM),Spain,12966.0,20.1,0.18,"2 days, 8:44:00",27.3155,19.1,18.2,35.1,39.2,57.4,2026.0,1494.0,56.0,"2 days, 8:44:00",universidad cat lica san antonio de murcia,fuzzy_high,94.25,True,UCAM Universidad Católica San Antonio de Murcia,Universidad Católica San Antonio de Murcia (UCAM),ucam universidad catolica san antonio de murcia,universidad catolica san antonio de murcia
,,Universidad Nacional Costa Rica,Costa Rica,Americas,L,CO,MD,Public,13.5,,18.4,698.0,17.5,,2.2,,13.1,,4.1,,3.3,,16.8,,11.4,,23.3,,-,1201-1400,1201.0,1201-1400,,False,universidad nacional costa rica,2071.0,National University of Costa Rica,Costa Rica,19328.0,10.4,0.03,"2 days, 8:44:00",16.1564999999999,21.6,9.2,10.1,17.6,45.1,2026.0,2071.0,56.0,"2 days, 8:44:00",national university of costa rica,fuzzy_high,92.06,True,Universidad Nacional Costa Rica,National University of Costa Rica,universidad nacional costa rica,national university of costa rica
,,Université Ibn Tofail,Morocco,Africa,XL,CO,HI,Public,14.6,,3.1,,1.5,,12.0,,27.0,624.0,4.2,,9.1,,28.6,,5.0,,36.8,,-,1201-1400,1201.0,1201-1400,,False,universit ibn tofail,1236.0,Ibn Tofaïl University,Morocco,60057.0,73.1,0.03,"2 days, 10:42:00",31.569,26.6,22.2,47.8,22.6,27.2,2026.0,1236.0,58.0,"2 days, 10:42:00",ibn tofa l university,fuzzy_high,100.0,True,Université Ibn Tofail,Ibn Tofaïl University,universite ibn tofail,ibn tofail university
,,Université Jean Moulin Lyon 3,France,Europe,L,SP,VH,Public,11.2,,11.4,,2.4,,4.3,,27.0,626.0,44.1,456.0,49.2,421.0,11.8,,5.9,,25.4,,-,1201-1400,1201.0,1201-1400,,False,universit jean moulin lyon 3,1948.0,Jean Moulin University â€“ Lyon 3,France,27662.0,38.2,0.21,"2 days, 18:34:00",18.852,15.0,13.7,16.0,29.6,59.6,2026.0,1948.0,66.0,"2 days, 18:34:00",jean moulin university lyon 3,fuzzy_high,96.67,True,Université Jean Moulin Lyon 3,Jean Moulin University â€“ Lyon 3,universite jean moulin lyon 3,jean moulin university a lyon 3
,,Université Paris-Nanterre,France,Europe,XL,FO,VH,Public,14.6,,4.7,,4.7,,4.0,,11.7,,2.1,,1.8,,60.0,692.0,44.3,398.0,39.8,,-,1201-1400,1201.0,1201-1400,,False,universit paris nanterre,1626.0,Paris Nanterre University,France,30986.0,20.1,0.16,"2 days, 17:35:00",25.297,21.5,16.6,27.0,35.7,61.5,2026.0,1626.0,65.0,"2 days, 17:35:00",paris nanterre university,fuzzy_high,100.0,True,Université Paris-Nanterre,Paris Nanterre University,universite paris nanterre,paris nanterre university
,,University of Texas El Paso,United States of America,Americas,L,CO,VH,Public,6.8,,3.7,,7.6,,21.5,690.0,13.9,,10.1,,7.8,,61.6,669.0,9.1,,41.5,,-,1201-1400,1201.0,1201-1400,,False,university of texas el paso,1048.0,University of Texas at El Paso,United States of America,17147.0,21.7,0.06,"2 days, 7:45:00",34.6284999999999,28.0,30.2,41.7,43.7,44.7,2026.0,1048.0,55.0,"2 days, 7:45:00",university of texas at el paso,fuzzy_high,94.74,True,University of Texas El Paso,University of Texas at El Paso,university of texas el paso,university of texas at el paso
,,University POLITEHNICA of Bucharest,Romania,Europe,L,FO,VH,Public,6.3,,20.8,630.0,4.9,,14.6,,1.7,,4.7,,3.7,,61.4,672.0,9.4,,22.8,,-,1201-1400,1201.0,1201-1400,,False,university politehnica of bucharest,1867.0,Polytechnic University of Bucharest,Romania,37048.0,22.3,0.01,"1 day, 17:59:00",20.7425,18.7,9.7,30.5,39.2,22.6,2026.0,1867.0,41.0,"1 day, 17:59:00",polytechnic university of bucharest,fuzzy_high,94.29,True,University POLITEHNICA of Bucharest,Polytechnic University of Bucharest,university politehnica of bucharest,polytechnic university of bucharest
,,West University of Timisoara,Romania,Europe,L,CO,HI,Public,13.7,,17.0,,7.4,,5.5,,2.0,,10.6,,14.8,,29.8,,32.8,518.0,42.2,,-,1201-1400,1201.0,1201-1400,,False,west university of timisoara,1519.0,West University of TimiÅŸoara,Romania,14808.0,19.6,0.06,"2 days, 18:34:00",27.034,22.7,13.3,43.7,19.2,34.7,2026.0,1519.0,66.0,"2 days, 18:34:00",west university of timi oara,fuzzy_high,94.74,True,West University of Timisoara,West University of TimiÅŸoara,west university of timisoara,west university of timiayoara
,,American International University-Bangladesh (AIUB),Bangladesh,Asia,M,FO,VH,Private not for Profit,8.3,,8.5,,9.0,,4.4,,5.4,,17.7,770.0,18.5,788.0,7.9,,4.6,,30.3,,-,1401+,1401.0,1401+,,False,american international university bangladesh,1465.0,American International University â€“ Bangladesh,Bangladesh,13515.0,21.8,0.02,26 : 74,27.875,11.9,9.2,59.1,25.1,39.5,2026.0,1465.0,26.0,26 : 74,american international university bangladesh,fuzzy_high,97.78,True,American International University-Bangladesh (AIUB),American International University â€“ Bangladesh,american international university bangladesh,american international university a bangladesh
,,Atma Jaya Catholic University Indonesia,Indonesia,Asia,M,FO,HI,Private for Profit,11.1,,10.7,,10.5,,2.0,,9.8,,1.7,,6.1,,7.4,,22.6,678.0,30.2,,-,1401+,1401.0,1401+,,False,atma jaya catholic university indonesia,1923.0,Atma Jaya Catholic University of Indonesia,Indonesia,7908.0,17.6,0.07,"1 day, 22:54:00",19.389,18.0,12.7,19.5,22.9,48.4,2026.0,1923.0,46.0,"1 day, 22:54:00",atma jaya catholic university of indonesia,fuzzy_high,96.3,True,Atma Jaya Catholic University Indonesia,Atma Jaya Catholic University of Indonesia,atma jaya catholic university indonesia,atma jaya catholic university of indonesia
,,State University Malang (Universitas Negeri Malang),Indonesia,Asia,XL,FO,VH,Public,10.5,,4.9,,9.9,,2.9,,23.4,670.0,1.6,,6.1,,13.0,,7.3,,34.1,,-,1401+,1401.0,1401+,,False,state university malang,1719.0,State University of Malang,Indonesia,37201.0,26.4,0.04,"2 days, 7:45:00",23.778,21.1,11.5,34.5,26.4,37.5,2026.0,1719.0,55.0,"2 days, 7:45:00",state university of malang,fuzzy_high,93.88,True,State University Malang (Universitas Negeri Malang),State University of Malang,state university malang,state university of malang
13.0,21.0,University of Chicago,United States of America,Americas,L,FC,VH,Private not for Profit,99.8,17.0,99.3,21.0,97.3,62.0,78.1,164.0,86.1,254.0,92.8,148.0,69.1,275.0,87.7,207.0,99.8,16.0,73.3,,93,13,13.0,13,93.0,True,university of chicago,15.0,The University of Chicago,United States of America,16509.0,5.9,0.39,"1 day, 23:53:00",90.6345,89.6,90.1,96.8,76.4,79.7,2026.0,15.0,47.0,"1 day, 23:53:00",the university of chicago,manual_review_approved,91.3,True,University of Chicago,The University of Chicago,university of chicago,the university of chicago
65.0,65.0,The University of Auckland,New Zealand,Oceania,XL,FC,VH,Public,91.7,63.0,55.2,220.0,17.6,,79.1,162.0,100.0,83.0,95.5,122.0,95.8,104.0,88.8,194.0,96.9,61.0,95.7,17.0,77.5,65,65.0,65,77.5,True,the university of auckland,158.0,University of Auckland,New Zealand,33639.0,23.3,0.33,"2 days, 7:45:00",61.428,40.4,46.8,85.7,92.2,87.2,2026.0,158.0,55.0,"2 days, 7:45:00",university of auckland,manual_review_approved,91.67,True,The University of Auckland,University of Auckland,the university of auckland,university of auckland
74.0,69.0,The University of Warwick,United Kingdom,Europe,L,FC,VH,Public,82.7,85.0,93.0,60.0,48.3,402.0,43.6,432.0,99.5,111.0,99.2,60.0,99.3,49.0,93.8,101.0,75.3,182.0,84.6,,75.2,74,74.0,74,75.2,True,the university of warwick,123.0,University of Warwick,United Kingdom,26515.0,13.2,0.44,"2 days, 2:50:00",64.1125,48.1,49.3,85.6,69.4,95.6,2026.0,123.0,50.0,"2 days, 2:50:00",university of warwick,manual_review_approved,91.3,True,The University of Warwick,University of Warwick,the university of warwick,university of warwick
173.0,139.0,Universidad de Chile,Chile,Americas,XL,FC,VH,Public,91.9,61.0,92.0,63.0,10.9,,18.2,747.0,12.2,,8.1,,13.1,,77.9,384.0,97.6,50.0,69.5,,59.1,173,173.0,173,59.1,True,universidad de chile,1058.0,University of Chile,Chile,42010.0,17.3,0.03,"2 days, 1:51:00",34.5295,26.6,21.5,48.3,56.5,49.3,2026.0,1058.0,49.0,"2 days, 1:51:00",university of chile,manual_review_approved,89.47,True,Universidad de Chile,University of Chile,universidad de chile,university of chile
257.0,283.0,Université Paris 1 Panthéon-Sorbonne,France,Europe,XL,FO,VH,Public,78.0,103.0,62.2,180.0,6.8,,4.8,,39.0,508.0,61.2,333.0,65.0,304.0,70.8,513.0,84.3,139.0,61.8,,49.7,257,257.0,257,49.7,True,universit paris 1 panth on sorbonne,830.0,PanthÃ©on-Sorbonne University â€“ Paris 1,France,36234.0,29.2,0.21,"2 days, 16:36:00",38.3325,36.9,34.0,38.0,35.8,63.4,2026.0,830.0,64.0,"2 days, 16:36:00",panth on sorbonne university paris 1,manual_review_approved,88.0,True,Université Paris 1 Panthéon-Sorbonne,PanthÃ©on-Sorbonne University â€“ Paris 1,universite paris 1 pantheon sorbonne,pantha on sorbonne university a paris 1
301.0,285.0,Universidad Carlos III de Madrid,Spain,Europe,L,FO,VH,Public,45.2,260.0,65.3,162.0,50.5,376.0,8.1,,73.8,321.0,75.2,254.0,56.0,365.0,67.8,572.0,26.3,618.0,77.3,,45.4,301,301.0,301,45.4,True,universidad carlos iii de madrid,912.0,Carlos III University of Madrid,Spain,18403.0,10.9,0.18,"2 days, 0:52:00",36.983,32.6,21.7,45.7,66.7,62.6,2026.0,912.0,48.0,"2 days, 0:52:00",carlos iii university of madrid,manual_review_approved,90.32,True,Universidad Carlos III de Madrid,Carlos III University of Madrid,universidad carlos iii de madrid,carlos iii university of madrid
324.0,368.0,University of Jordan,Jordan,Asia,XL,FC,HI,Public,47.9,239.0,59.8,194.0,28.9,656.0,7.3,,33.8,545.0,64.5,309.0,68.0,285.0,69.2,543.0,90.1,105.0,64.1,,43,324,324.0,324,43.0,True,university of jordan,639.0,The University of Jordan,Jordan,23745.0,12.2,0.26,"2 days, 15:37:00",42.6115,32.0,19.5,67.2,41.6,75.9,2026.0,639.0,63.0,"2 days, 15:37:00",the university of jordan,manual_review_approved,90.91,True,University of Jordan,The University of Jordan,university of jordan,the university of jordan
