University_Name,Country,Year,QS_Rank,QS_Previous_Rank,QS_Academic_Reputation_Score,QS_Region,QS_Size,QS_Focus,QS_Research_Level,QS_Status,THE_Rank,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Pct,THE_Female_Ratio,THE_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Data_Source,QS_THE_Match_Status,QS_Data_Available,THE_Data_Available
University of South Africa,South Africa,2026,925.5,875.5,13.8,Africa,XL,CO,VH,Public,1276,207954,84.5,2,75,25,30.6545,19.7,17.8,51,30.4,42.2,QS + THE,Matched,TRUE,TRUE
University of South Alabama (USA),United States,2026,1300.5,1300.5,5.6,Americas,L,CO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of South Bohemia,Czechia,2026,1100.5,975.5,7.1,Europe,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of South Bohemia in České Budějovice,Czechia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1189,9375,14,10,69,31,32.235,23.5,17.4,50.4,25.1,55.1,THE only,THE record not matched in QS,FALSE,TRUE
University of South Carolina,United States,2026,628,605.5,17.7,Americas,L,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of South Carolina-Columbia,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,488,33819,16.7,4,59,41,46.7745,35.9,24,74.8,64.6,56,THE only,THE record not matched in QS,FALSE,TRUE
University of South Dakota,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1159,6756,15.3,5,63,37,32.7195,36.2,16.9,43.7,38.3,33.3,THE only,THE record not matched in QS,FALSE,TRUE
University of South Florida,United States,2026,654,625.5,17.4,Americas,XL,CO,VH,Public,383,40449,18,16,-1,-1,50.3245,33.6,35.5,71,99.5,64.5,QS + THE,Matched,TRUE,TRUE
University of the South Pacific,Fiji,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1116,10583,32.6,19,59,41,33.412,16.1,17.2,56.8,28.8,73.1,THE only,THE record not matched in QS,FALSE,TRUE
University of South Wales,United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1484,17530,16.7,31,52,48,27.459,18.2,11.7,35.7,52.3,78.6,THE only,THE record not matched in QS,FALSE,TRUE
University of Southampton,United Kingdom,2026,87,80,62.6,Europe,L,FC,VH,Public,129,24355,14.3,46,54,46,63.3345,44.6,45.4,89.6,73.1,96.1,QS + THE,Matched,TRUE,TRUE
University of Southern California,United States,2026,146,125,61.2,Americas,XL,FC,VH,Private not for Profit,75,42840,13.3,27,53,47,71.0935,59.8,59.6,92.7,74.9,71.5,QS + THE,Matched,TRUE,TRUE
University of Southern Denmark,Denmark,2026,303,324,29.2,Europe,L,CO,VH,Public,281,17548,9.5,15,54,46,55.207,30.4,36,87.3,98.1,75.8,QS + THE,Matched,TRUE,TRUE
University of Southern Queensland,Australia,2026,410,396,11,Oceania,M,CO,VH,Public,373,10582,21.5,19,63,37,50.71,29.3,26.8,87.1,51.3,81.5,QS + THE,Matched,TRUE,TRUE
University of Split,Croatia,2026,1300.5,1300.5,7.6,Europe,L,FC,HI,Public,1487,18811,15,3,59,41,27.4225,22.2,15.3,42.3,28.6,34.7,QS + THE,Matched,TRUE,TRUE
University of Sri Jayewardenepura,Sri Lanka,2026,1401,1300.5,8,Asia,L,CO,HI,Public,1848,20006,25.3,0,63,37,21.2175,12.6,9.5,37.4,18.2,37.3,QS + THE,Matched,TRUE,TRUE
University of St Andrews,United Kingdom,2026,113,104,61.5,Europe,M,FO,VH,Public,164,11265,12.9,49,59,41,60.9,50.6,43.3,78.2,71.9,94.4,QS + THE,Matched,TRUE,TRUE
University of St Gallen,Switzerland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,380,8835,12.7,37,36,64,50.4175,33.3,23,80.8,66.6,93.6,THE only,THE record not matched in QS,FALSE,TRUE
University of Staffordshire,United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1365,15275,23,22,49,51,29.2325,16.3,12.3,48,23.8,73.4,THE only,THE record not matched in QS,FALSE,TRUE
University of Stavanger,Norway,2026,875.5,825.5,10.4,Europe,M,CO,VH,Not Available,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Stirling,United Kingdom,2026,517,452,16.8,Europe,M,CO,VH,Public,516,11725,18.9,34,59,41,45.8615,24.4,26.3,74.6,45.6,91.1,QS + THE,Matched,TRUE,TRUE
University of Strathclyde,United Kingdom,2026,251,281,37.5,Europe,L,CO,VH,Public,362,19085,14.3,28,52,48,51.0185,37,35.2,66.4,79.7,90.5,QS + THE,Matched,TRUE,TRUE
University of Stuttgart,Germany,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,294,14277,22.2,22,35,65,54.567,44.5,48.4,63.4,99.9,58.5,THE only,THE record not matched in QS,FALSE,TRUE
University of Sulaimani,Iraq,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1153,24212,11.6,0,61,39,32.862,23.8,8.6,66.9,17.8,34.2,THE only,THE record not matched in QS,FALSE,TRUE
University of Sunderland,United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1600,15945,14.4,53,59,41,25.6055,19.3,9.6,34.6,33.7,72,THE only,THE record not matched in QS,FALSE,TRUE
University of the Sunshine Coast,Australia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,578,11020,27,15,70,30,44.3555,21.9,29.5,72.2,64.5,68,THE only,THE record not matched in QS,FALSE,TRUE
University of Surrey,United Kingdom,2026,262,285,29.7,Europe,L,CO,VH,Public,220,14440,14.4,33,54,46,57.5985,36.3,34.4,89.5,71.6,96,QS + THE,Matched,TRUE,TRUE
University of Sussex,United Kingdom,2026,278,246,33.8,Europe,L,FC,VH,Public,237,18015,16.7,37,55,45,56.9305,34.3,36,88.9,64.8,94.8,QS + THE,Matched,TRUE,TRUE
The University of Sydney,Australia,2026,25,18,98.9,Oceania,XL,FC,VH,Public,53,51531,22.4,53,-1,-1,75.06,59.2,67.5,91.5,98.9,88.2,QS + THE,Matched,TRUE,TRUE
University of Szczecin,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1851,9446,9.8,6,68,32,21.1785,23.5,10,27.8,17.4,30.8,THE only,THE record not matched in QS,FALSE,TRUE
University of Szeged,Hungary,2026,597,570,26.2,Europe,L,FC,HI,Private not for Profit,1170,21326,13.2,19,56,44,32.633,31.2,16.4,42.3,48.7,53.8,QS + THE,Matched,TRUE,TRUE
University of Tabriz,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,653,21199,23.6,15,51,49,42.3005,28.6,21.4,72.8,45.5,53.3,THE only,THE record not matched in QS,FALSE,TRUE
University of Tabriz,Iran (Islamic Republic of),2026,578,552,9.7,Asia,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Tabuk,Saudi Arabia,2026,1100.5,1100.5,8.8,Asia,L,FC,HI,Public,780,20099,10.3,3,41,59,39.551,25.1,14.5,70.3,30.1,75.3,QS + THE,Matched,TRUE,TRUE
University of Taipei,Taiwan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1933,7717,16.7,2,61,39,19.068,17.5,19.1,16.1,27.1,32.7,THE only,THE record not matched in QS,FALSE,TRUE
University of Talca,Chile,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1637,11543,12.7,2,51,49,25.0865,20.1,13.7,32.6,37.6,52,THE only,THE record not matched in QS,FALSE,TRUE
University of Tarapacá,Chile,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1177,10738,29.9,3,54,46,32.481,12.7,23.6,55.4,21.7,58.7,THE only,THE record not matched in QS,FALSE,TRUE
University of Tartu,Estonia,2026,362,358,28.6,Europe,M,FC,VH,Public,353,9766,8.9,13,68,32,51.565,34.5,31.4,84,65.1,59.7,QS + THE,Matched,TRUE,TRUE
University of Tasmania,Australia,2026,314,293,22.5,Oceania,M,CO,VH,Public,255,13316,17.1,31,58,42,56.179,34.3,36.9,84.5,82.8,89.3,QS + THE,Matched,TRUE,TRUE
"University of Technology, Iraq",Iraq,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1067,12215,6.9,0,47,53,34.254,26.1,10.3,68.7,25,26.1,THE only,THE record not matched in QS,FALSE,TRUE
University of Technology of Compiègne,France,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1349,4377,16,18,42,58,29.501,28.7,11.6,30.6,58.7,81.9,THE only,THE record not matched in QS,FALSE,TRUE
University of Technology of Troyes,France,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1539,2898,17.9,24,26,74,26.603,31.8,11.4,22.2,40.4,75.2,THE only,THE record not matched in QS,FALSE,TRUE
University of Technology Sydney,Australia,2026,96,88,58.7,Oceania,L,CO,VH,Public,149,29729,37.7,26,51,49,61.9555,36.8,42.6,94.1,88.7,92.9,QS + THE,Matched,TRUE,TRUE
University of Tehran,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,490,55821,26.1,2,46,54,46.655,38.3,31.1,70.1,65,36.1,THE only,THE record not matched in QS,FALSE,TRUE
University of Tehran,Iran (Islamic Republic of),2026,322,368,31,Asia,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Tennessee,United States,2026,607,481,14.3,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
The University of Tennessee-Knoxville,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,450,31306,17.8,4,-1,-1,48.032,35.4,31.3,72.4,70.8,52.8,THE only,THE record not matched in QS,FALSE,TRUE
University of Texas Arlington,United States,2026,1100.5,1100.5,7,Americas,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Texas at Arlington,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,779,38017,32.3,16,60,40,39.556,25,23,62.2,65.9,56.2,THE only,THE record not matched in QS,FALSE,TRUE
University of Texas at Austin,United States,2026,68,66,97.6,Americas,XL,FC,VH,Public,50,51158,17,10,56,44,75.828,67.8,76,90.1,82.3,46.2,QS + THE,Matched,TRUE,TRUE
University of Texas at Dallas,United States,2026,597,596,19.3,Americas,L,FC,VH,Public,476,26710,24.5,22,44,56,47.015,29.2,26.6,76.6,73.8,63.4,QS + THE,Matched,TRUE,TRUE
University of Texas at El Paso,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1048,17147,21.7,6,55,45,34.6285,28,30.2,41.7,43.7,44.7,THE only,THE record not matched in QS,FALSE,TRUE
University of Texas at San Antonio,United States,2026,1100.5,1100.5,6.7,Americas,L,FC,HI,Public,705,27369,24.2,3,53,47,41.4225,21.9,23.4,75.7,60.9,40.4,QS + THE,Matched,TRUE,TRUE
University of Texas El Paso,United States,2026,1300.5,1100.5,6.8,Americas,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Texas Rio Grande Valley,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1566,27919,20.1,3,61,39,26.037,18,9.6,45.8,23.7,43.4,THE only,THE record not matched in QS,FALSE,TRUE
University of Thessaly,Greece,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1180,26976,28.7,3,51,49,32.45,14.3,15.5,64.7,43.1,34.7,THE only,THE record not matched in QS,FALSE,TRUE
University of Thi-Qar,Iraq,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1978,19964,12.5,0,63,37,18.288,20,8.9,23.3,16.8,28.6,THE only,THE record not matched in QS,FALSE,TRUE
The University of Tokyo,Japan,2026,36,32,100,Asia,L,FC,VH,Public,26,26298,10.2,18,-1,-1,83.5245,94.7,94.2,68.2,100,50.8,QS + THE,Matched,TRUE,TRUE
University of Toledo,United States,2026,1100.5,1100.5,4.2,Americas,L,FC,HI,Public,789,13661,15.8,10,54,46,39.382,36.9,18.5,54.6,63.6,56.1,QS + THE,Matched,TRUE,TRUE
University of Toronto,Canada,2026,29,25,100,Americas,XL,FC,VH,Public,21,80394,25.1,39,56,44,88.4545,78.2,92.9,92.3,95.8,92.3,QS + THE,Matched,TRUE,TRUE
University of Toulouse,France,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,546,110552,22,16,57,43,45.278,32.5,30.7,62.9,71,67.7,THE only,THE record not matched in QS,FALSE,TRUE
University of Tours,France,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1152,29179,18.1,13,61,39,32.8695,30.9,15.9,42.7,47.7,59,THE only,THE record not matched in QS,FALSE,TRUE
University of Toyama,Japan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1546,8960,10.7,3,38,62,26.4945,28.4,15.3,28.4,67.3,32.9,THE only,THE record not matched in QS,FALSE,TRUE
University of Trás-os-Montes and Alto Douro,Portugal,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1281,8611,14.4,9,53,47,30.6145,19.6,20.9,47.3,38.6,40.5,THE only,THE record not matched in QS,FALSE,TRUE
University of Trento,Italy,2026,485,506,34.8,Europe,L,CO,VH,Public,360,14183,16.6,9,53,47,51.0595,34.6,35.2,77.4,70.3,61.5,QS + THE,Matched,TRUE,TRUE
University of Trieste,Italy,2026,755.5,725.5,16.1,Europe,L,FC,VH,Public,509,18016,24.3,8,58,42,45.993,34.3,27.7,72.4,57.6,50.9,QS + THE,Matched,TRUE,TRUE
University of Tripoli,Libya,2026,1401,-1,6.8,Africa,XL,FC,MD,Public,1254,71060,18.9,2,63,37,31.1755,14.6,10.7,66.1,17.2,43.3,QS + THE,Matched,TRUE,TRUE
"University of Tromso, The Arctic University of Norway",Norway,2026,648,625.5,15.5,Europe,L,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Tsukuba,Japan,2026,350,377,49.9,Asia,L,FC,VH,Public,365,15491,12.4,17,38,62,50.942,52,46.7,50.8,77.1,49.8,QS + THE,Matched,TRUE,TRUE
University of Tübingen,Germany,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,98,21627,22.5,15,59,41,66.3255,49.1,53.8,89,98.6,74.6,THE only,THE record not matched in QS,FALSE,TRUE
University of Tulsa,United States,2026,1100.5,1100.5,2.8,Americas,S,CO,VH,Private not for Profit,542,3771,9.9,14,49,51,45.3725,41.4,17.5,70.6,58.8,60.7,QS + THE,Matched,TRUE,TRUE
University of Tunis,Tunisia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1692,18795,10.8,2,68,32,24.1605,33.3,10,24.4,28.3,39.8,THE only,THE record not matched in QS,FALSE,TRUE
University of Tunis El Manar,Tunisia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,835,16341,8.1,10,75,25,38.1955,45.7,27.2,32.9,70.4,55.2,THE only,THE record not matched in QS,FALSE,TRUE
University of Turin,Italy,2026,408,371,48.1,Europe,XL,FC,VH,Public,468,60028,25.4,6,62,38,47.212,24.3,31.9,81.7,74,44.3,QS + THE,Matched,TRUE,TRUE
University of Turku,Finland,2026,366,375,36.3,Europe,L,FC,VH,Public,344,13966,15.4,7,64,36,52.018,34.2,35.6,83.4,66,52.6,QS + THE,Matched,TRUE,TRUE
University of Tuscia,Italy,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,699,6305,24,12,49,51,41.477,23.8,28.7,66.5,59.7,50.6,THE only,THE record not matched in QS,FALSE,TRUE
University of Twente,Netherlands,2026,203,233,29.3,Europe,M,CO,VH,Public,191,8204,9.5,43,37,63,59.3175,45.7,45,73,98.9,92.4,QS + THE,Matched,TRUE,TRUE
University of Tyumen,Russia,2026,1300.5,1300.5,2.7,Europe,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Udine,Italy,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,666,11915,16.7,5,56,44,41.9795,32.8,20.9,69.4,58.5,41.1,THE only,THE record not matched in QS,FALSE,TRUE
University of Ulsan,South Korea,2026,825.5,825.5,6,Asia,L,FC,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Ulster,United Kingdom,2026,609,559,12.6,Europe,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Urbino Carlo Bo,Italy,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1294,15123,38,6,65,35,30.4525,17.6,19.9,47.6,36.3,50.1,THE only,THE record not matched in QS,FALSE,TRUE
University of Utah,United States,2026,540,531,21.8,Americas,XL,FC,VH,Public,239,33106,15.5,9,50,50,56.9045,43.4,39.2,86.5,91.4,41.7,QS + THE,Matched,TRUE,TRUE
University of Vaasa,Finland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,429,4302,18.3,6,50,50,48.7695,23.7,28.1,90.5,35.6,67.4,THE only,THE record not matched in QS,FALSE,TRUE
University of Valencia,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,543,48963,13.1,14,64,36,45.369,31.8,27.7,70.9,68.5,52.6,THE only,THE record not matched in QS,FALSE,TRUE
University of Valladolid,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1372,21685,12.1,8,57,43,29.1075,24.8,16.7,40.7,44.4,39.5,THE only,THE record not matched in QS,FALSE,TRUE
University of Valparaíso,Chile,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1903,16514,17.9,3,58,42,19.861,16.9,13.1,22.5,20.6,46.7,THE only,THE record not matched in QS,FALSE,TRUE
University of Vermont,United States,2026,1100.5,1100.5,3.7,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"University of Veterinary and Animal Sciences, Lahore",Pakistan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,800,7679,21.2,1,53,47,39.053,21.2,15.5,75.6,41.6,52.8,THE only,THE record not matched in QS,FALSE,TRUE
University of Vic – Central University of Catalonia,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,927,7881,12.7,17,61,39,36.771,21.4,14.1,70.8,23.6,55.8,THE only,THE record not matched in QS,FALSE,TRUE
University of Victoria,Canada,2026,358,349,25.6,Americas,L,CO,VH,Public,316,17663,26.3,17,58,42,53.48,30.2,37.1,82.9,66.8,83.6,QS + THE,Matched,TRUE,TRUE
University of Vienna,Austria,2026,152,137,82.3,Europe,XL,FC,VH,Public,95,30228,36.6,34,65,35,66.601,50,60.9,79.8,80,94,QS + THE,Matched,TRUE,TRUE
University of Vigo,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,879,17290,14.6,7,51,49,37.585,25.2,19.8,60.9,60.1,49.8,THE only,THE record not matched in QS,FALSE,TRUE
University of Virginia,United States,2026,275,297,46.5,Americas,L,FC,VH,Public,171,25795,8.8,13,55,45,60.68,51.1,41.7,86.6,79,58.3,QS + THE,Matched,TRUE,TRUE
University of Waikato,New Zealand,2026,281,235,28.2,Oceania,M,CO,VH,Public,461,10521,20.7,31,61,39,47.526,24.1,31.5,72.3,74.6,88.1,QS + THE,Matched,TRUE,TRUE
University of Warmia and Mazury in Olsztyn,Poland,2026,1100.5,1100.5,10.8,Europe,L,FC,HI,Public,1618,15830,16.8,3,61,39,25.376,18.2,15.6,41.9,26.7,24.6,QS + THE,Matched,TRUE,TRUE
University of Warsaw,Poland,2026,271,258,61,Europe,XL,CO,VH,Public,770,34878,11,10,60,40,39.6505,38.1,32.6,46.7,39.3,45,QS + THE,Matched,TRUE,TRUE
The University of Warwick,United Kingdom,2026,74,69,82.7,Europe,L,FC,VH,Public,123,26515,13.2,44,50,50,64.1125,48.1,49.3,85.6,69.4,95.6,QS + THE,Matched,TRUE,TRUE
University of Washington,United States,2026,81,76,90.1,Americas,XL,FC,VH,Public,25,49524,9.5,18,57,43,83.7165,77,80,97.6,81.6,70.1,QS + THE,Matched,TRUE,TRUE
University of Waterloo,Canada,2026,119,115,53,Americas,XL,CO,VH,Public,163,34772,22.7,21,47,53,60.913,42.7,47.6,83.4,77,85.5,QS + THE,Matched,TRUE,TRUE
University of West Attica,Greece,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1792,59127,44.1,2,43,57,22.397,10.2,11.6,43.1,30.1,25.2,THE only,THE record not matched in QS,FALSE,TRUE
University of West Bohemia,Czechia,2026,1401,1300.5,7.2,Europe,M,CO,VH,Public,1574,11369,14.5,6,54,46,25.9025,19.6,18,35.4,38.2,36.7,QS + THE,Matched,TRUE,TRUE
The University of the West Indies,Jamaica,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1422,22060,15.6,1,71,29,28.416,21,12,45.4,29.4,52.6,THE only,THE record not matched in QS,FALSE,TRUE
University of West London,United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1255,16885,21.9,61,53,47,31.156,15.4,10.5,53.3,20.7,90,THE only,THE record not matched in QS,FALSE,TRUE
University of the West of Scotland,United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,725,16955,24.9,39,60,40,40.6265,19.5,15.5,69.7,66.1,91,THE only,THE record not matched in QS,FALSE,TRUE
The University of Western Australia,Australia,2026,77,77,69,Oceania,L,FC,VH,Public,154,19880,23.6,30,51,49,61.7165,38.7,45.1,87.6,98.4,93.4,QS + THE,Matched,TRUE,TRUE
University of the Western Cape,South Africa,2026,975.5,975.5,12,Africa,L,CO,VH,Public,753,24431,34.2,4,63,37,40.0635,22.9,24.8,68.3,24.4,62,QS + THE,Matched,TRUE,TRUE
University of Western Macedonia,Greece,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1683,14635,22.9,1,51,49,24.314,13.3,13,44.9,28.7,26.7,THE only,THE record not matched in QS,FALSE,TRUE
University of Westminster,United Kingdom,2026,825.5,745.5,12.3,Europe,L,CO,HI,Public,875,19530,20,51,59,41,37.673,19,16.5,63.1,48.7,85.4,QS + THE,Matched,TRUE,TRUE
University of Winchester,United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1377,7060,16,12,66,34,29.001,19,15.4,45.4,18,61.2,THE only,THE record not matched in QS,FALSE,TRUE
University of Windsor,Canada,2026,546,547,5.1,Americas,L,CO,VH,Public,536,14932,35.1,36,-1,-1,45.5445,30.4,31.4,60.5,68.2,87.9,QS + THE,Matched,TRUE,TRUE
University of Wisconsin-Madison,United States,2026,110,116,85.7,Americas,XL,FC,VH,Public,54,45254,10.7,15,-1,-1,75.0445,70.3,68.8,88,82.6,62,QS + THE,Matched,TRUE,TRUE
University of Wisconsin Milwaukee,United States,2026,1300.5,1300.5,9,Americas,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of The Witwatersrand,South Africa,2026,291,267,36.8,Africa,L,FC,VH,Public,318,26928,22.4,6,60,40,53.271,34.9,43.1,70.8,91.6,74.3,QS + THE,Matched,TRUE,TRUE
University of Wollongong,Australia,2026,184,167,41.6,Oceania,L,FC,VH,Public,236,16470,24.1,32,54,46,56.9495,34.3,36.6,85.4,89.8,93.4,QS + THE,Matched,TRUE,TRUE
University of Wolverhampton,United Kingdom,2026,1100.5,1100.5,3.1,Europe,L,CO,HI,Public,965,13835,17.9,28,64,36,36.1045,20.3,15.6,59.3,47.3,78.8,QS + THE,Matched,TRUE,TRUE
University of Worcester,United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1628,7725,18.2,18,72,28,25.2785,17.1,12,37.9,23.6,59.2,THE only,THE record not matched in QS,FALSE,TRUE
University of Wrocław,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1267,16900,15.3,8,66,34,30.961,28.7,21.8,37.9,35.5,45.1,THE only,THE record not matched in QS,FALSE,TRUE
University of Wroclaw,Poland,2026,825.5,875.5,20.6,Europe,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University of Wuppertal,Germany,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,617,12951,29.3,11,54,46,43.295,31.5,31.2,60.6,65.3,55.5,THE only,THE record not matched in QS,FALSE,TRUE
University of Würzburg,Germany,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,180,20904,33.6,11,60,40,60.1415,39.6,43.5,91.2,99.8,59.9,THE only,THE record not matched in QS,FALSE,TRUE
University of Wyoming,United States,2026,1100.5,1100.5,3.6,Americas,M,CO,VH,Public,888,9462,13.3,5,53,47,37.469,36.4,15.3,57.2,54.1,39.6,QS + THE,Matched,TRUE,TRUE
University of Yamanashi,Japan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1746,4668,6.2,6,31,69,23.349,28.3,14,22.2,50.2,30.3,THE only,THE record not matched in QS,FALSE,TRUE
University of York,United Kingdom,2026,169,184,56.8,Europe,L,FC,VH,Public,156,20330,14.3,29,57,43,61.4895,44.1,43.9,87.5,67.6,90.6,QS + THE,Matched,TRUE,TRUE
University of Zagreb,Croatia,2026,705.5,655.5,23.2,Europe,XL,FC,VH,Public,1269,62046,15.8,4,61,39,30.8685,27.6,19.1,41.8,57.5,31.3,QS + THE,Matched,TRUE,TRUE
University of Zambia,Zambia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1781,29300,31.2,5,62,38,22.652,16.4,11.1,31.1,24,57.4,THE only,THE record not matched in QS,FALSE,TRUE
University of Zanjan,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1555,9883,23.7,0,56,44,26.2745,25.9,13.7,38,27.9,28.6,THE only,THE record not matched in QS,FALSE,TRUE
University of Zaragoza,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1031,27923,11.2,8,54,46,34.9115,29,20.6,47.9,71,42.3,THE only,THE record not matched in QS,FALSE,TRUE
University of Zilina,Slovakia,2026,1100.5,1100.5,6.3,Europe,M,FO,VH,Public,1336,7418,15.1,7,33,67,29.7455,26.2,19.6,39.9,45.5,33.9,QS + THE,Matched,TRUE,TRUE
