Rank_QS,Previous Rank,Name_QS,Country/Territory,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Rank_THE,Name_THE,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1001-1200,1001-1200,Glasgow Caledonian University,United Kingdom,Europe,L,FO,VH,Public,7.2,701,9.5,701,6.3,801,11.2,801,45.5,465,77.3,242.0,79.4,212.0,40.3,801.0,8.5,801,56.7,562=,-,913,Glasgow Caledonian University,United Kingdom,17335,25.9,0.3,"2 days, 9:43:00",36.9795,17.8,15.2,63.7,48.7,83.5,2026
1001-1200,951-1000,Hallym University,Republic of Korea,Asia,M,FC,VH,Private not for Profit,3.4,701,2.7,701,95.6,70,13.1,801,4.3,801,3.5,801.0,7.6,801.0,9.1,801.0,1.8,801,41.4,801,-,1327,Hallym University,South Korea,7676,8.5,0.04,,29.9245,26.8,19.9,39.7,62.5,24.5,2026
1001-1200,1001-1200,Harbin Engineering University,China (Mainland),Asia,L,FO,VH,Public,5.2,701,6.5,701,24.0,752,46.8,406,3.0,801,3.6,801.0,8.6,801.0,40.0,801.0,7.2,801,24.3,801,-,785,Harbin Engineering University,China,33564,17.1,0.02,24 : 76,39.4575,29.7,33.8,50.6,94.1,26.0,2026
1001-1200,1001-1200,Kangwon National University,Republic of Korea,Asia,L,FC,HI,Public,8.0,701,7.1,701,32.0,601,15.4,798,6.5,801,10.2,801.0,14.2,801.0,28.6,801.0,3.5,801,56.6,568=,-,1346,Kangwon National University,South Korea,20621,20.1,0.03,"1 day, 18:58:00",29.5195,24.6,24.9,36.6,54.1,25.3,2026
1001-1200,1201-1400,Kookmin University,Republic of Korea,Asia,L,CO,HI,Private for Profit,5.3,701,6.2,701,51.0,371,5.3,801,7.0,801,63.5,316.0,63.9,311.0,9.9,801.0,5.2,801,43.7,801,-,1457,Kookmin University,South Korea,15777,18.5,0.13,"2 days, 1:51:00",27.9595,28.6,21.3,27.0,59.7,38.1,2026
1001-1200,1001-1200,Leeds Beckett University,United Kingdom,Europe,L,CO,HI,Public,5.1,701,10.3,701,5.2,801,13.5,801,46.9,453,45.2,447.0,50.3,412.0,36.6,801.0,10.8,801,61.7,464=,-,822,Leeds Beckett University,United Kingdom,19825,17.0,0.23,"2 days, 6:46:00",38.5725,19.2,15.9,69.2,48.0,74.9,2026
1001-1200,1001-1200,Lobachevsky State University of Nizhni Novgorod,Russian Federation,Europe,L,FO,VH,Public,10.0,701,8.2,701,50.9,372,3.5,801,2.6,801,37.0,526.0,42.6,487.0,18.0,801.0,3.9,801,38.2,801,-,1825,Lobachevsky State University of Nizhni Novgorod,Russian Federation,20444,10.5,0.13,"2 days, 3:49:00",21.5529999999999,31.5,13.9,13.8,35.3,35.7,2026
1001-1200,1001-1200,Lodz University of Technology,Poland,Europe,M,SP,VH,Public,6.0,701,7.3,701,59.0,306,16.0,784,4.1,801,8.3,801.0,12.4,801.0,49.2,801.0,4.1,801,40.3,801,-,1589,Lodz University of Technology,Poland,10476,11.7,0.06,38 : 62,25.7195,25.9,15.8,28.5,61.8,33.0,2026
1001-1200,1001-1200,London Metropolitan University,United Kingdom,Europe,L,CO,MD,Public,5.9,701,7.3,701,4.7,801,7.0,801,68.5,340,97.6,95.0,97.7,84.0,22.4,801.0,20.8,713,20.9,801,-,752,London Metropolitan University,United Kingdom,12395,28.2,0.64,"2 days, 16:36:00",40.1084999999999,16.6,14.4,76.6,30.2,91.3,2026
1001-1200,901-950,Makerere University,Uganda,Africa,XL,FC,HI,Public,13.4,701,5.3,701,5.8,801,6.5,801,8.3,801,13.6,801.0,10.3,801.0,65.3,617.0,98.3,38,42.0,801,-,923,Makerere University,Uganda,25506,19.3,0.04,"1 day, 19:57:00",36.856,21.5,26.6,54.2,32.8,69.7,2026
1001-1200,951-1000,Mansoura University,Egypt,Africa,XL,FC,VH,Public,18.8,653,15.8,701,5.2,801,5.0,801,9.9,801,21.2,706.0,24.5,695.0,81.9,315.0,12.6,801,55.5,591=,-,892,Mansoura University,Egypt,165971,19.0,0.14,"2 days, 7:45:00",37.306,20.2,11.9,69.4,32.9,76.8,2026
1001-1200,1001-1200,Marmara University,Türkiye,Asia,XL,FO,VH,Public,11.8,701,23.1,577,5.4,801,4.9,801,5.5,801,6.8,801.0,12.3,801.0,52.5,801.0,38.1,453,42.6,801,-,1603,Marmara University,Turkey,47315,25.2,0.05,"2 days, 4:48:00",25.568,25.1,13.7,34.7,34.7,31.9,2026
1001-1200,1001-1200,Mississippi State University,United States of America,Americas,L,CO,VH,Public,7.2,701,8.7,701,9.1,801,33.5,542,19.7,720,5.5,801.0,4.3,801.0,70.2,527.0,12.8,801,38.5,801,-,737,Mississippi State University,United States,20844,14.1,0.04,"2 days, 5:47:00",40.3109999999999,28.5,21.2,64.8,63.2,50.5,2026
1001-1200,1001-1200,Mustansiriyah University,Iraq,Asia,XL,FC,HI,Public,8.3,701,23.5,572,64.9,269,1.8,801,43.6,474,6.3,801.0,5.0,801.0,19.2,801.0,10.4,801,26.5,801,-,1892,Mustansiriyah University,Iraq,32844,8.5,0.01,"2 days, 7:45:00",20.2464999999999,26.8,9.8,19.8,23.9,34.7,2026
1001-1200,1001-1200,Mutah University,Jordan,Asia,L,FC,MD,Public,15.6,701,21.8,608,12.1,801,3.4,801,15.7,788,32.9,560.0,32.2,587.0,28.0,801.0,10.1,801,33.2,801,-,1440,Mutah University,Jordan,15579,21.6,0.13,"2 days, 5:47:00",28.2284999999999,25.4,13.7,39.2,18.0,57.1,2026
1001-1200,951-1000,Niigata University,Japan,Asia,L,FC,HI,Public,6.6,701,5.1,701,88.7,110,6.7,801,6.6,801,6.1,801.0,10.6,801.0,23.1,801.0,7.2,801,43.0,801,-,1304,Niigata University,Japan,11826,7.1,0.03,37 : 63,30.3815,31.2,15.7,40.9,54.3,29.1,2026
1001-1200,1001-1200,Northwest University (China),China (Mainland),Asia,L,CO,VH,Public,5.8,701,3.2,701,55.7,338,31.8,566,4.8,801,4.7,801.0,9.3,801.0,37.6,801.0,5.1,801,33.1,801,-,1165,Northwest University (China),China,26259,13.2,0.03,"2 days, 6:46:00",32.662,27.9,14.7,54.0,51.4,25.5,2026
1001-1200,1201-1400,Obuda University,Hungary,Europe,M,FO,VH,Public,7.9,701,8.9,701,3.9,801,19.6,721,34.7,538,13.3,801.0,19.3,774.0,44.5,801.0,5.1,801,42.4,801,-,722,Obuda University,Hungary,8068,26.6,0.07,0.8888888888888888,40.6819999999999,17.4,30.9,72.8,27.2,48.8,2026
1001-1200,1001-1200,Poznan University of Technology,Poland,Europe,L,FO,VH,Public,10.9,701,13.1,701,39.8,510,12.8,801,3.4,801,10.7,801.0,15.5,801.0,47.8,801.0,7.4,801,27.6,801,-,1551,Poznan University of Technology,Poland,13680,11.0,0.08,31 : 69,26.2995,25.7,14.0,34.7,47.7,31.2,2026
1001-1200,1001-1200,San Diego State University,United States of America,Americas,XL,CO,VH,Public,7.9,701,8.7,701,4.5,801,22.8,670,7.9,801,4.6,801.0,3.7,801.0,70.6,515.0,32.1,526,46.5,801,-,1179,San Diego State University,United States,33402,25.5,0.04,"2 days, 11:41:00",32.4725,22.9,12.8,57.2,57.0,34.2,2026
1001-1200,1001-1200,Sheffield Hallam University,United Kingdom,Europe,XL,CO,HI,Public,9.8,701,13.4,701,10.9,801,7.1,801,42.6,480,42.7,469.0,48.0,434.0,60.6,682.0,12.3,801,40.6,801,-,976,Sheffield Hallam University,United Kingdom,29535,19.0,0.23,"2 days, 7:45:00",35.935,18.0,14.1,65.5,34.9,73.2,2026
1001-1200,1001-1200,Siberian Federal University,Russian Federation,Europe,M,CO,VH,Public,7.8,701,9.9,701,29.9,634,7.9,801,56.8,406,46.0,438.0,47.4,437.0,37.7,801.0,10.3,801,44.4,801,-,986,Siberian Federal University,Russian Federation,8610,19.0,0.13,"1 day, 23:53:00",35.7465,34.2,26.9,36.6,61.1,59.1,2026
1001-1200,1001-1200,Slovak University of Technology in Bratislava,Slovakia,Europe,M,FO,VH,Public,10.8,701,10.6,701,48.9,396,7.7,801,4.8,801,29.1,602.0,21.8,732.0,54.2,779.0,17.9,762,28.1,801,-,1631,Slovak University of Technology in Bratislava,Slovakia,10809,12.9,0.19,33 : 67,25.2724999999999,28.7,14.5,24.7,45.4,45.0,2026
1001-1200,1001-1200,Soonchunhyang University,Republic of Korea,Asia,M,FC,VH,Private not for Profit,7.7,701,9.1,701,70.9,219,10.1,801,7.5,801,7.3,801.0,11.0,801.0,12.8,801.0,1.9,801,45.2,801,-,1289,Soonchunhyang University,South Korea,8983,19.4,0.06,"2 days, 2:50:00",30.5245,22.6,27.9,35.8,63.6,33.1,2026
1001-1200,951-1000,Southern Federal University,Russian Federation,Europe,L,CO,VH,Public,7.0,701,7.5,701,65.4,266,3.5,801,4.9,801,42.3,470.0,47.6,435.0,43.6,801.0,3.7,801,31.4,801,-,1688,Southern Federal University,Russian Federation,18741,12.8,0.15,"2 days, 9:43:00",24.246,23.8,16.3,24.6,38.7,47.6,2026
1001-1200,1001-1200,Sumy State University,Ukraine,Europe,M,FC,HI,Public,6.3,701,11.0,701,47.1,418,5.2,801,3.9,801,29.1,603.0,29.5,620.0,35.5,801.0,4.5,801,48.2,751=,-,1188,Sumy State University,Ukraine,7608,13.1,0.07,39 : 61,32.2544999999999,20.6,16.4,56.1,21.6,49.7,2026
1001-1200,1001-1200,The Hashemite University,Jordan,Asia,L,FC,HI,Public,15.6,701,23.7,566,5.5,801,7.8,801,9.9,801,18.4,756.0,13.9,801.0,45.1,801.0,5.1,801,45.4,801,-,1164,The Hashemite University,Jordan,21051,23.5,0.13,"2 days, 16:36:00",32.6645,14.0,16.1,59.7,34.7,60.9,2026
1001-1200,1001-1200,Tokyo Metropolitan University,Japan,Asia,M,CO,VH,Public,17.5,701,8.2,701,41.9,483,14.8,801,9.7,801,8.0,801.0,11.6,801.0,39.5,801.0,4.9,801,26.4,801,-,1520,Tokyo Metropolitan University,Japan,8789,10.7,0.05,39 : 61,27.0239999999999,29.7,16.2,29.8,52.8,33.5,2026
1001-1200,1001-1200,Universidad del Valle,Colombia,Americas,XL,FC,MD,Public,24.1,529,9.7,701,11.1,801,2.8,801,3.3,801,2.2,801.0,6.6,801.0,24.7,801.0,28.8,580,34.9,801,-,1992,Universidad del Valle,Colombia,33529,8.1,0.01,"2 days, 2:50:00",17.973,24.9,9.4,13.5,21.1,40.1,2026
1001-1200,1001-1200,Universidad Peruana Cayetano Heredia,Peru,Americas,M,FO,VH,Private not for Profit,15.2,701,12.1,701,59.1,305,3.6,801,1.6,801,1.8,801.0,1.6,801.0,23.9,801.0,4.6,801,53.2,641=,-,1079,Universidad Peruana Cayetano Heredia,Peru,8598,15.1,0.01,"2 days, 19:33:00",34.0635,20.2,16.1,61.2,33.7,49.7,2026
1001-1200,1201-1400,Universitas Sumatera Utara,Indonesia,Asia,XL,FC,HI,Public,14.4,701,13.4,701,38.0,532,1.8,801,14.1,801,2.6,801.0,7.0,801.0,28.6,801.0,7.4,801,46.0,801,-,1881,Universitas Sumatera Utara,Indonesia,40855,18.1,0.02,"2 days, 7:45:00",20.4835,17.8,11.3,27.6,21.2,37.7,2026
1001-1200,1001-1200,Universiti Malaysia Sarawak (UNIMAS),Malaysia,Asia,M,FC,HI,Public,20.1,612,14.4,701,17.3,801,6.8,801,43.9,472,19.7,732.0,23.0,719.0,35.9,801.0,5.0,801,42.6,801,-,1193,Universiti Malaysia Sarawak (UNIMAS),Malaysia,11981,15.5,0.14,"2 days, 22:30:00",32.205,31.4,22.1,29.7,77.7,60.2,2026
1001-1200,,University of Anbar,Iraq,Asia,L,CO,HI,Public,25.3,507,15.4,701,27.2,695,3.0,801,3.5,801,1.8,801.0,6.3,801.0,25.9,801.0,5.6,801,31.7,801,-,1298,University of Anbar,Iraq,27797,11.1,0.01,"2 days, 9:43:00",30.418,25.0,11.1,53.2,36.6,32.0,2026
1001-1200,951-1000,University of Colombo,Sri Lanka,Asia,L,CO,HI,Public,15.1,701,20.9,626,3.3,801,6.1,801,1.2,801,1.5,801.0,5.9,801.0,20.7,801.0,76.0,176,61.1,477=,-,1008,University of Colombo,Sri Lanka,35859,32.1,0.01,"2 days, 13:39:00",35.3414999999999,26.0,11.7,67.1,27.4,40.7,2026
1001-1200,951-1000,University of Denver,United States of America,Americas,M,CO,VH,Private not for Profit,7.8,701,12.2,701,43.6,458,12.7,801,6.0,801,14.2,801.0,20.2,760.0,31.8,801.0,37.5,465,49.5,715=,-,608,University of Denver,United States,10234,13.3,0.05,"2 days, 14:38:00",43.547,40.2,25.5,63.5,57.2,39.4,2026
1001-1200,1001-1200,University of Deusto,Spain,Europe,M,FO,VH,,8.9,701,29.8,477,7.4,801,14.3,801,8.8,801,29.9,592.0,35.8,539.0,29.1,801.0,52.2,324,31.6,801,-,1213,University of Deusto,Spain,10138,18.7,0.11,"2 days, 8:44:00",31.9165,20.7,20.6,49.3,39.9,46.0,2026
1001-1200,901-950,University of East London,United Kingdom,Europe,L,FO,HI,Public,3.9,701,6.5,701,2.6,801,9.5,801,83.3,268,99.8,46.0,99.8,35.0,34.5,801.0,14.1,801,29.5,801,-,1076,University of East London,United Kingdom,18135,28.6,0.57,"2 days, 1:51:00",34.0995,23.6,15.3,49.5,32.2,87.5,2026
1001-1200,1001-1200,University of Ibadan,Nigeria,Africa,XL,CO,VH,,11.6,701,16.6,701,6.4,801,7.3,801,,,,,,,64.8,624.0,76.2,175,41.9,801,-,942,University of Ibadan,Nigeria,36851,17.6,0.0,"2 days, 2:50:00",36.4749999999999,29.6,15.6,63.5,22.1,43.8,2026
1001-1200,1001-1200,University of Ioannina,Greece,Europe,XL,FC,HI,,9.4,701,5.6,701,1.9,801,32.0,562,2.0,801,7.5,801.0,11.9,801.0,55.7,757.0,3.6,801,36.5,801,-,1335,University of Ioannina,Greece,33322,38.1,0.03,"2 days, 6:46:00",29.7629999999999,16.9,15.7,50.5,52.8,39.5,2026
1001-1200,,University of Isfahan,Iran (Islamic Republic of),Asia,L,CO,VH,Public,7.7,701,10.7,701,4.9,801,30.7,579,,,2.5,801.0,2.1,801.0,52.8,798.0,4.7,801,27.7,801,-,1215,University of Isfahan,Iran,17094,22.6,0.05,"2 days, 10:42:00",31.8804999999999,29.0,18.3,46.8,38.9,32.3,2026
1001-1200,1001-1200,University of Karachi,Pakistan,Asia,XL,CO,HI,Public,14.5,701,19.2,676,2.0,801,10.4,801,4.7,801,1.2,801.0,1.1,801.0,48.4,801.0,51.2,332,31.3,801,-,1840,University of Karachi,Pakistan,47940,39.8,0.0,"2 days, 14:38:00",21.2984999999999,16.2,11.1,28.8,28.2,47.1,2026
1001-1200,1001-1200,University of Lagos,Nigeria,Africa,XL,CO,HI,,9.4,701,16.5,701,2.5,801,5.2,801,,,,,,,45.9,801.0,90.4,103,36.6,801,-,973,University of Lagos,Nigeria,36484,22.4,0.0,"2 days, 3:49:00",35.991,18.4,20.1,66.7,32.6,45.6,2026
1001-1200,901-950,University of Murcia,Spain,Europe,L,FC,VH,Public,15.3,701,5.4,701,24.9,735,14.9,801,,,7.0,801.0,12.2,801.0,77.9,385.0,4.9,801,64.4,413=,-,1045,University of Murcia,Spain,26754,15.2,0.05,"2 days, 15:37:00",34.6795,25.6,19.4,55.2,55.1,36.5,2026
1001-1200,901-950,University of Nairobi,Kenya,Africa,XL,FC,HI,Public,12.8,701,13.7,701,25.7,723,2.6,801,,,,,,,48.7,801.0,95.6,72,39.1,801,-,1578,University of Nairobi,Kenya,52216,23.3,0.02,"1 day, 21:55:00",25.8744999999999,15.9,16.1,39.7,22.5,49.4,2026
1001-1200,1001-1200,University of North Carolina at Charlotte,United States of America,Americas,L,CO,VH,Public,6.7,701,7.0,701,7.7,801,19.6,718,15.5,795,13.7,801.0,19.7,767.0,66.4,598.0,15.3,801,43.9,801,-,641,University of North Carolina at Charlotte,United States,27004,21.1,0.08,"2 days, 2:50:00",42.5565,23.9,24.5,76.2,60.9,41.4,2026
1001-1200,951-1000,University of Parma,Italy,Europe,XL,FC,HI,Public,13.6,701,5.8,701,4.5,801,33.0,551,5.2,801,16.8,784.0,22.9,722.0,63.0,651.0,12.5,801,37.0,801,-,769,University of Parma,Italy,31624,31.5,0.09,"2 days, 11:41:00",39.6584999999999,20.9,23.9,70.1,64.8,39.2,2026
1001-1200,951-1000,University of Regina,Canada,Americas,L,CO,HI,Public,4.7,701,2.9,701,5.7,801,34.3,532,4.0,801,51.2,400.0,54.5,376.0,48.5,801.0,6.4,801,64.2,417=,-,930,University of Regina,Canada,14331,22.9,0.34,"2 days, 12:40:00",36.7385,18.4,20.9,61.9,43.8,65.7,2026
1001-1200,1001-1200,University of Rhode Island,United States of America,Americas,L,CO,VH,Public,7.2,701,5.7,701,8.7,801,26.5,619,7.8,801,4.3,801.0,9.2,801.0,53.2,793.0,15.8,801,68.0,351=,-,856,University of Rhode Island,United States,15859,17.4,0.03,"2 days, 10:42:00",37.9,29.6,23.0,55.0,53.2,51.6,2026
1001-1200,1001-1200,University of Salento,Italy,Europe,L,CO,VH,Public,6.8,701,1.9,701,8.2,801,41.5,454,1.5,801,4.5,801.0,9.5,801.0,71.9,501.0,3.4,801,31.9,801,-,883,University of Salento,Italy,14502,23.5,0.03,"2 days, 14:38:00",37.552,27.2,21.4,61.4,55.8,35.6,2026
1001-1200,1001-1200,University of Tabuk,Saudi Arabia,Asia,L,FC,HI,Public,8.8,701,3.5,701,27.3,693,6.7,801,93.7,197,5.5,801.0,9.9,801.0,42.7,801.0,2.8,801,34.7,801,-,780,University of Tabuk,Saudi Arabia,20099,10.3,0.03,"1 day, 17:59:00",39.551,25.1,14.5,70.3,30.1,75.3,2026
1001-1200,1001-1200,University of the Free State,South Africa,Africa,L,FO,VH,Public,7.2,701,12.1,701,4.9,801,13.8,801,,,8.3,801.0,6.4,801.0,93.7,107.0,18.4,751,41.7,801,-,1171,University of the Free State,South Africa,31599,30.9,0.02,"2 days, 16:36:00",32.596,23.1,20.0,49.6,30.6,51.7,2026
1001-1200,1001-1200,University of Toledo,United States of America,Americas,L,FC,HI,Public,4.2,701,4.5,701,13.8,801,28.8,598,7.7,801,21.6,702.0,16.3,801.0,45.4,801.0,14.5,801,39.9,801,-,789,University of Toledo,United States,13661,15.8,0.1,"2 days, 6:46:00",39.3819999999999,36.9,18.5,54.6,63.6,56.1,2026
1001-1200,1001-1200,University of Warmia and Mazury in Olsztyn,Poland,Europe,L,FC,HI,Public,10.8,701,14.5,701,42.0,478,7.7,801,2.6,801,4.6,801.0,9.0,801.0,42.6,801.0,4.0,801,43.7,801,-,1618,University of Warmia and Mazury in Olsztyn,Poland,15830,16.8,0.03,"2 days, 13:39:00",25.376,18.2,15.6,41.9,26.7,24.6,2026
1001-1200,1001-1200,University of Wolverhampton,United Kingdom,Europe,L,CO,HI,Public,3.1,701,3.7,701,14.0,801,14.9,801,40.8,493,78.9,228.0,80.9,198.0,55.7,756.0,5.9,801,31.0,801,-,965,University of Wolverhampton,United Kingdom,13835,17.9,0.28,"2 days, 16:36:00",36.1045,20.3,15.6,59.3,47.3,78.8,2026
1001-1200,1001-1200,University of Wyoming,United States of America,Americas,M,CO,VH,Public,3.6,701,2.3,701,39.4,515,29.6,592,12.6,801,8.1,801.0,13.5,801.0,52.0,801.0,10.6,801,43.4,801,-,888,University of Wyoming,United States,9462,13.3,0.05,"2 days, 5:47:00",37.469,36.4,15.3,57.2,54.1,39.6,2026
1001-1200,1001-1200,William & Mary,United States of America,Americas,M,CO,VH,Public,10.0,701,14.9,701,26.4,708,16.2,779,6.0,801,9.0,801.0,14.7,801.0,37.9,801.0,38.6,450,44.4,801,-,812,William & Mary,United States,8786,11.8,0.06,"2 days, 10:42:00",38.8835,39.2,22.6,53.9,45.7,36.9,2026
1001-1200,901-950,Yerevan State University,Armenia,Asia,M,CO,HI,Public,8.7,701,6.0,701,64.8,271,1.9,801,8.7,801,3.0,801.0,7.2,801.0,21.2,801.0,90.0,106,13.3,801,-,1999,Yerevan State University,Armenia,14333,7.2,0.03,"2 days, 5:47:00",17.864,25.4,9.1,12.4,22.3,41.6,2026
1001-1200,901-950,Yokohama City University,Japan,Asia,M,FO,VH,Public,3.3,701,3.7,701,96.7,64,19.0,730,7.2,801,6.0,801.0,10.0,801.0,15.0,801.0,3.5,801,14.5,801,-,1036,Yokohama City University,Japan,5142,5.4,0.03,"2 days, 7:45:00",34.8184999999999,28.2,10.8,62.0,65.0,28.9,2026
1001-1200,1001-1200,Yokohama National University,Japan,Asia,M,CO,VH,Public,11.6,701,24.5,548,22.9,777,11.3,801,17.2,762,12.5,801.0,18.2,792.0,28.1,801.0,22.5,684,41.2,801,-,1499,Yokohama National University,Japan,9459,13.2,0.08,28 : 72,27.269,28.3,21.9,22.1,82.3,35.3,2026
1001-1200,1201-1400,Yuan Ze University,Taiwan,Asia,M,CO,VH,Private for Profit,8.6,701,9.7,701,13.7,801,19.7,716,22.2,684,23.0,689.0,25.9,671.0,38.9,801.0,2.1,801,42.9,801,-,744,Yuan Ze University,Taiwan,6717,20.4,0.11,"1 day, 19:57:00",40.2605,19.7,27.3,62.5,79.8,61.2,2026
1201-1400,1201-1400,Al-Balqa Applied University,Jordan,Asia,L,FC,HI,Public,10.2,701,15.4,701,6.0,801,5.8,801,15.2,801,5.2,801.0,9.2,801.0,46.0,801.0,5.5,801,41.8,801,-,1140,Al-Balqa Applied University,Jordan,24503,23.7,0.03,"2 days, 10:42:00",33.031,13.4,16.9,64.7,30.3,47.4,2026
1201-1400,1201-1400,Bahauddin Zakariya University,Pakistan,Asia,L,CO,VH,Public,8.5,701,7.8,701,4.1,801,30.3,584,,,1.0,801.0,1.0,801.0,50.8,801.0,8.3,801,25.7,801,-,784,Bahauddin Zakariya University,Pakistan,19120,19.5,0.0,40 : 60,39.461,23.7,18.1,75.0,25.2,49.5,2026
1201-1400,,Beni-Suef University,Egypt,Africa,XL,FC,HI,Public,8.7,701,4.1,701,2.1,801,11.1,801,13.7,801,1.6,801.0,6.0,801.0,51.5,801.0,2.8,801,39.8,801,-,1096,Beni-Suef University,Egypt,82628,44.9,0.01,"2 days, 0:52:00",33.79,25.8,11.3,59.4,22.8,55.6,2026
1201-1400,1001-1200,BRAC University,Bangladesh,Asia,L,CO,HI,Private not for Profit,14.9,701,33.4,429,11.6,801,3.6,801,1.7,801,1.8,801.0,6.2,801.0,30.4,801.0,4.5,801,30.0,801,-,1062,BRAC University,Bangladesh,17235,21.2,0.01,"1 day, 21:55:00",34.4115,13.6,13.4,74.9,19.9,43.3,2026
1201-1400,1201-1400,Brock University,Canada,Americas,L,CO,HI,Public,6.7,701,10.9,701,4.7,801,16.6,772,4.2,801,27.5,621.0,33.5,570.0,29.2,801.0,6.7,801,41.5,801,-,1317,Brock University,Canada,21118,22.0,0.19,"2 days, 9:43:00",30.06,15.0,18.4,48.0,42.1,56.2,2026
1201-1400,1001-1200,Canterbury Christ Church University,United Kingdom,Europe,XL,CO,MD,Public,6.8,701,4.7,701,5.3,801,6.8,801,41.5,487,60.4,340.0,64.2,309.0,21.9,801.0,2.2,801,21.7,801,-,1353,Canterbury Christ Church University,United Kingdom,23395,38.4,0.55,"2 days, 9:43:00",29.4325,18.0,13.5,46.3,19.0,74.1,2026
1201-1400,1201-1400,Chitkara University,India,Asia,L,CO,VH,Private not for Profit,10.0,701,10.9,701,18.2,801,5.4,801,13.1,801,5.4,801.0,9.1,801.0,44.0,801.0,1.7,801,47.4,776=,-,717,Chitkara University,India,18269,13.8,0.03,"1 day, 20:56:00",40.8105,21.1,14.7,91.0,22.7,28.2,2026
1201-1400,1201-1400,Cukurova University,Türkiye,Asia,XL,FC,HI,Public,6.7,701,6.1,701,8.6,801,4.9,801,2.5,801,6.5,801.0,12.0,801.0,56.0,749.0,14.1,801,42.3,801,-,1711,Cukurova University,Turkey,33663,22.9,0.03,"1 day, 23:53:00",23.9135,22.3,13.8,32.5,33.7,29.8,2026
1201-1400,1201-1400,Damascus University,Syrian Arab Republic,Asia,XL,FC,MD,Public,8.0,701,6.4,701,1.7,801,1.5,801,5.4,801,11.2,801.0,14.6,801.0,23.2,801.0,95.8,69,32.0,801,-,2156,Damascus University,Syria,163499,56.8,0.07,"2 days, 21:31:00",13.8834999999999,12.5,8.3,12.1,18.1,45.8,2026
1201-1400,1201-1400,Doshisha University,Japan,Asia,L,CO,HI,Private not for Profit,11.1,701,16.2,701,7.0,801,2.5,801,22.1,685,6.3,801.0,11.6,801.0,18.7,801.0,26.3,620,22.1,801,-,2069,Doshisha University,Japan,26715,18.1,0.04,"1 day, 18:58:00",16.256,18.1,11.1,12.4,35.5,34.1,2026
1201-1400,1201-1400,Feng Chia University,Taiwan,Asia,L,FO,VH,Private for Profit,12.3,701,11.8,701,6.4,801,11.7,801,5.6,801,6.8,801.0,11.0,801.0,10.1,801.0,21.0,707,53.9,624=,-,1760,Feng Chia University,Taiwan,20114,23.0,0.06,"1 day, 17:59:00",23.0215,16.9,18.2,24.2,70.7,35.6,2026
1201-1400,1201-1400,Fu Jen Catholic University,Taiwan,Asia,L,FC,HI,Private not for Profit,10.6,701,10.8,701,4.5,801,14.9,801,13.2,801,8.1,801.0,12.5,801.0,9.3,801.0,35.8,479,44.5,801,-,1394,Fu Jen Catholic University,Taiwan,19288,25.9,0.05,"2 days, 11:41:00",28.6824999999999,23.1,27.6,28.5,76.6,30.0,2026
1201-1400,,Galgotias University,India,Asia,L,CO,HI,Private not for Profit,16.6,701,4.6,701,36.2,553,3.2,801,21.1,696,15.0,801.0,18.1,793.0,16.9,801.0,3.3,801,,,-,1234,Galgotias University,India,18462,14.8,0.03,36 : 64,31.607,21.3,10.9,64.2,19.5,28.3,2026
1201-1400,1001-1200,Gunma University,Japan,Asia,M,FO,VH,Public,3.8,701,2.8,701,89.8,104,9.0,801,5.5,801,5.2,801.0,8.6,801.0,10.5,801.0,1.8,801,15.4,801,-,1699,Gunma University,Japan,6155,7.4,0.05,39 : 61,24.0835,27.9,13.4,24.2,66.3,27.4,2026
1201-1400,1201-1400,Hanoi University of Science and Technology,Viet Nam,Asia,XL,FO,VH,Public,12.3,701,15.9,701,3.3,801,10.0,801,5.7,801,1.5,801.0,5.8,801.0,23.3,801.0,30.8,537,51.3,677=,-,1729,Hanoi University of Science and Technology,Vietnam,39204,35.8,0.0,0.8888888888888888,23.6199999999999,14.5,16.9,30.5,66.1,35.3,2026
1201-1400,1201-1400,Helwan University,Egypt,Africa,XL,CO,HI,Public,11.0,701,15.0,701,4.9,801,2.6,801,1.2,801,3.4,801.0,2.8,801.0,63.6,642.0,20.1,724,36.1,801,-,1533,Helwan University,Egypt,153935,23.9,0.01,"2 days, 8:44:00",26.7265,22.7,9.0,43.1,23.0,47.6,2026
1201-1400,1001-1200,Islamic University of Madinah,Saudi Arabia,Asia,L,FO,HI,Public,8.1,701,3.5,701,7.8,801,3.0,801,46.5,459,100.0,8.0,100.0,3.0,19.1,801.0,2.6,801,7.6,801,-,1019,Islamic University of Madinah,Saudi Arabia,17328,24.6,0.77,0.15138888888888888,35.102,29.7,10.0,53.6,17.7,88.7,2026
