university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,score_original,rank_normalized,score_normalized
Universidad del Desarrollo,Chile,2026,THE,1485.0,27.4519999999999,universidad del desarrollo,chile,1485,27.4519999999999,32.237442922374434,19.534661572052286
Kyushu Institute of Technology (Kyutech),Japan,2026,THE,1486.0,27.4514999999999,kyushu institute of technology (kyutech),japan,1486,27.4514999999999,32.19178082191781,19.534092976710227
University of Split,Croatia,2026,THE,1487.0,27.4225,university of split,croatia,1487,27.4225,32.146118721461185,19.501114446870453
National Chung Cheng University,Taiwan,2026,THE,1488.0,27.412,national chung cheng university,taiwan,1488,27.412,32.10045662100456,19.489173944687042
M. Kumarasamy College of Engineering,India,2026,THE,1489.0,27.388,m. kumarasamy college of engineering,india,1489,27.388,32.054794520547944,19.46188136826784
Yanshan University,China,2026,THE,1490.0,27.37,yanshan university,china,1490,27.37,32.009132420091326,19.441411935953425
Ilia State University,Georgia,2026,THE,1491.0,27.3434999999999,ilia state university,georgia,1491,27.3434999999999,31.963470319634702,19.411276382823758
Suranaree University of Technology,Thailand,2026,THE,1492.0,27.3345,suranaree university of technology,thailand,1492,27.3345,31.917808219178085,19.401041666666664
Khulna University,Bangladesh,2026,THE,1493.0,27.3225,khulna university,bangladesh,1493,27.3225,31.87214611872146,19.387395378457068
Universidad CatÃ³lica San Antonio de Murcia (UCAM),Spain,2026,THE,1494.0,27.3155,universidad catã³lica san antonio de murcia (ucam),spain,1494,27.3155,31.82648401826484,19.37943504366812
PoznaÅ„ University of Life Sciences,Poland,2026,THE,1495.0,27.3064999999999,poznaå„ university of life sciences,poland,1495,27.3064999999999,31.780821917808222,19.369200327510804
Hosei University,Japan,2026,THE,1496.0,27.2985,hosei university,japan,1496,27.2985,31.7351598173516,19.36010280203785
Tokai University,Japan,2026,THE,1497.0,27.2909999999999,tokai university,japan,1497,27.2909999999999,31.689497716894977,19.351573871906734
Botswana International University of Science and Technology (BIUST),Botswana,2026,THE,1498.0,27.2845,botswana international university of science and technology (biust),botswana,1498,27.2845,31.643835616438352,19.344182132459974
Yokohama National University,Japan,2026,THE,1499.0,27.269,yokohama national university,japan,1499,27.269,31.59817351598174,19.326555676855893
Tzu Chi University,Taiwan,2026,THE,1500.0,27.2685,tzu chi university,taiwan,1500,27.2685,31.552511415525114,19.325987081513833
University of La Sabana,Colombia,2026,THE,1501.0,27.2604999999999,university of la sabana,colombia,1501,27.2604999999999,31.506849315068493,19.316889556040646
Incheon National University,South Korea,2026,THE,1502.0,27.2595,incheon national university,south korea,1502,27.2595,31.461187214611876,19.315752365356627
Netaji Subhas University of Technology,India,2026,THE,1503.0,27.235,netaji subhas university of technology,india,1503,27.235,31.41552511415525,19.287891193595343
Qom University of Medical Sciences,Iran,2026,THE,1504.0,27.2249999999999,qom university of medical sciences,iran,1504,27.2249999999999,31.36986301369863,19.276519286753892
Moulay Ismail University,Morocco,2026,THE,1505.0,27.2165,moulay ismail university,morocco,1505,27.2165,31.324200913242013,19.26685316593887
Technical University of Crete,Greece,2026,THE,1506.0,27.2024999999999,technical university of crete,greece,1506,27.2024999999999,31.27853881278539,19.25093249636088
Chosun University,South Korea,2026,THE,1507.0,27.1979999999999,chosun university,south korea,1507,27.1979999999999,31.232876712328768,19.245815138282275
Guru Ghasidas Vishwavidyalaya,India,2026,THE,1508.0,27.1905,guru ghasidas vishwavidyalaya,india,1508,27.1905,31.187214611872143,19.23728620815138
Federal University of Technology Akure,Nigeria,2026,THE,1509.0,27.1869999999999,federal university of technology akure,nigeria,1509,27.1869999999999,31.141552511415526,19.233306040756805
Federal University of GoiÃ¡s,Brazil,2026,THE,1510.0,27.1849999999999,federal university of goiã¡s,brazil,1510,27.1849999999999,31.095890410958905,19.231031659388538
Universidad de Cartagena,Colombia,2026,THE,1511.0,27.1539999999999,universidad de cartagena,colombia,1511,27.1539999999999,31.05022831050228,19.195778748180388
Saitama Medical University,Japan,2026,THE,1512.0,27.1315,saitama medical university,japan,1512,27.1315,31.004566210045663,19.170191957787488
Sabzevar University of Medical Sciences,Iran,2026,THE,1513.0,27.1289999999999,sabzevar university of medical sciences,iran,1513,27.1289999999999,30.958904109589042,19.16734898107703
Christ University,India,2026,THE,1514.0,27.1284999999999,christ university,india,1514,27.1284999999999,30.913242009132418,19.16678038573497
University of Monastir,Tunisia,2026,THE,1515.0,27.0654999999999,university of monastir,tunisia,1515,27.0654999999999,30.8675799086758,19.09513737263453
University of GdaÅ„sk,Poland,2026,THE,1516.0,27.0539999999999,university of gdaå„sk,poland,1516,27.0539999999999,30.82191780821918,19.082059679766992
Shahid Sadoughi University of Medical Sciences,Iran,2026,THE,1517.0,27.0474999999999,shahid sadoughi university of medical sciences,iran,1517,27.0474999999999,30.776255707762555,19.07466794032012
Transilvania University of BraÈ™ov,Romania,2026,THE,1518.0,27.0355,transilvania university of braè™ov,romania,1518,27.0355,30.730593607305934,19.061021652110625
West University of TimiÅŸoara,Romania,2026,THE,1519.0,27.034,west university of timiåÿoara,romania,1519,27.034,30.684931506849317,19.059315866084425
Tokyo Metropolitan University,Japan,2026,THE,1520.0,27.0239999999999,tokyo metropolitan university,japan,1520,27.0239999999999,30.639269406392692,19.047943959242975
WrocÅ‚aw University of Environmental and Life Sciences,Poland,2026,THE,1521.0,27.015,wrocå‚aw university of environmental and life sciences,poland,1521,27.015,30.59360730593607,19.03770924308588
Razi University,Iran,2026,THE,1522.0,26.9715,razi university,iran,1522,26.9715,30.547945205479454,18.988241448326054
University of Macedonia,Greece,2026,THE,1523.0,26.9159999999999,university of macedonia,greece,1523,26.9159999999999,30.502283105022833,18.925127365356513
IPB University,Indonesia,2026,THE,1524.0,26.9045,ipb university,indonesia,1524,26.9045,30.45662100456621,18.912049672489083
SGH Warsaw School of Economics,Poland,2026,THE,1525.0,26.9009999999999,sgh warsaw school of economics,poland,1525,26.9009999999999,30.41095890410959,18.908069505094506
Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,2026,THE,1526.0,26.874,universiti tun hussein onn malaysia (uthm),malaysia,1526,26.874,30.36529680365297,18.877365356623002
University of Northampton,United Kingdom,2026,THE,1527.0,26.83,university of northampton,united kingdom,1527,26.83,30.319634703196346,18.827328966521105
University Cadi Ayyad of Marrakech,Morocco,2026,THE,1528.0,26.787,university cadi ayyad of marrakech,morocco,1528,26.787,30.273972602739725,18.778429767103347
UniversitÃ© Saint-Joseph de Beyrouth,Lebanon,2026,THE,1529.0,26.7855,universitã© saint-joseph de beyrouth,lebanon,1529,26.7855,30.228310502283108,18.776723981077144
"Vels Institute of Science, Technology and Advanced Studies (VISTAS)",India,2026,THE,1530.0,26.771,"vels institute of science, technology and advanced studies (vistas)",india,1530,26.771,30.182648401826484,18.760234716157207
Federal University of Lavras,Brazil,2026,THE,1531.0,26.7605,federal university of lavras,brazil,1531,26.7605,30.136986301369863,18.7482942139738
Tunghai University,Taiwan,2026,THE,1532.0,26.7355,tunghai university,taiwan,1532,26.7355,30.091324200913245,18.719864446870453
Helwan University,Egypt,2026,THE,1533.0,26.7265,helwan university,egypt,1533,26.7265,30.04566210045662,18.70962973071325
Medical University of Sofia,Bulgaria,2026,THE,1534.0,26.7184999999999,medical university of sofia,bulgaria,1534,26.7184999999999,30.0,18.700532205240062
Babcock University,Nigeria,2026,THE,1535.0,26.7054999999999,babcock university,nigeria,1535,26.7054999999999,29.954337899543376,18.685748726346322
Tokyo University of Marine Science and Technology,Japan,2026,THE,1536.0,26.6549999999999,tokyo university of marine science and technology,japan,1536,26.6549999999999,29.908675799086758,18.62832059679756
Universitas Negeri Yogyakarta,Indonesia,2026,THE,1537.0,26.6225,universitas negeri yogyakarta,indonesia,1537,26.6225,29.863013698630137,18.59136189956332
Technical University of Cartagena,Spain,2026,THE,1538.0,26.619,technical university of cartagena,spain,1538,26.619,29.817351598173513,18.58738173216885
University of Technology of Troyes,France,2026,THE,1539.0,26.603,university of technology of troyes,france,1539,26.603,29.771689497716896,18.56918668122271
Universidad Loyola,Spain,2026,THE,1540.0,26.5945,universidad loyola,spain,1540,26.5945,29.726027397260275,18.559520560407574
Kagawa University,Japan,2026,THE,1541.0,26.5649999999999,kagawa university,japan,1541,26.5649999999999,29.68036529680365,18.525973435225502
Pirogov Russian National Research Medical University,Russian Federation,2026,THE,1542.0,26.5555,pirogov russian national research medical university,russian federation,1542,26.5555,29.634703196347033,18.51517012372635
Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,2026,THE,1543.0,26.5314999999999,vilnius gediminas technical university (vilnius tech),lithuania,1543,26.5314999999999,29.589041095890412,18.487877547307022
Allameh Tabataba â€™i University,Iran,2026,THE,1544.0,26.526,allameh tabataba â€™i university,iran,1544,26.526,29.543378995433788,18.4816229985444
Warsaw University of Life Sciences â€“ SGGW,Poland,2026,THE,1545.0,26.5149999999999,warsaw university of life sciences â€“ sggw,poland,1545,26.5149999999999,29.497716894977167,18.46911390101881
University of Toyama,Japan,2026,THE,1546.0,26.4945,university of toyama,japan,1546,26.4945,29.45205479452055,18.445801491994178
Federal University of UberlÃ¢ndia,Brazil,2026,THE,1547.0,26.3929999999999,federal university of uberlã¢ndia,brazil,1547,26.3929999999999,29.406392694063925,18.330376637554473
University of Antofagasta,Chile,2026,THE,1548.0,26.3304999999999,university of antofagasta,chile,1548,26.3304999999999,29.360730593607304,18.259302219796105
Istanbul Okan University,Turkey,2026,THE,1549.0,26.3295,istanbul okan university,turkey,1549,26.3295,29.315068493150687,18.258165029112085
Moscow Polytechnic University,Russian Federation,2026,THE,1550.0,26.311,moscow polytechnic university,russian federation,1550,26.311,29.269406392694066,18.237127001455605
Poznan University of Technology,Poland,2026,THE,1551.0,26.2995,poznan university of technology,poland,1551,26.2995,29.22374429223744,18.224049308588068
Lucian Blaga University of Sibiu,Romania,2026,THE,1552.0,26.2915,lucian blaga university of sibiu,romania,1552,26.2915,29.178082191780824,18.21495178311499
Technical University of KoÅ¡ice,Slovakia,2026,THE,1552.0,26.2915,technical university of koå¡ice,slovakia,1552,26.2915,29.178082191780824,18.21495178311499
Yamagata University,Japan,2026,THE,1554.0,26.2874999999999,yamagata university,japan,1554,26.2874999999999,29.08675799086758,18.210403020378347
University of Zanjan,Iran,2026,THE,1555.0,26.2745,university of zanjan,iran,1555,26.2745,29.041095890410958,18.19561954148472
Cardinal Stefan WyszyÅ„ski University in Warsaw,Poland,2026,THE,1556.0,26.2479999999999,cardinal stefan wyszyå„ski university in warsaw,poland,1556,26.2479999999999,28.99543378995434,18.165483988355057
Liverpool Hope University,United Kingdom,2026,THE,1557.0,26.2345,liverpool hope university,united kingdom,1557,26.2345,28.949771689497716,18.150131914119363
Hassiba Benbouali University of Chlef,Algeria,2026,THE,1558.0,26.228,hassiba benbouali university of chlef,algeria,1558,26.228,28.904109589041095,18.142740174672493
Diponegoro University,Indonesia,2026,THE,1559.0,26.2279999999999,diponegoro university,indonesia,1559,26.2279999999999,28.858447488584478,18.142740174672376
Al-Qasim Green University,Iraq,2026,THE,1560.0,26.2275,al-qasim green university,iraq,1560,26.2275,28.812785388127853,18.142171579330423
University of Havana,Cuba,2026,THE,1561.0,26.1929999999999,university of havana,cuba,1561,26.1929999999999,28.767123287671232,18.10293850072769
Mirpur University of Science and Technology,Pakistan,2026,THE,1562.0,26.1609999999999,mirpur university of science and technology,pakistan,1562,26.1609999999999,28.721461187214615,18.0665483988354
KMITL â€“ King Mongkutâ€™s Institute of Technology Ladkrabang,Thailand,2026,THE,1563.0,26.1479999999999,kmitl â€“ king mongkutâ€™s institute of technology ladkrabang,thailand,1563,26.1479999999999,28.67579908675799,18.051764919941665
University of Las AmÃ©ricas (UDLA),Ecuador,2026,THE,1564.0,26.1384999999999,university of las amã©ricas (udla),ecuador,1564,26.1384999999999,28.63013698630137,18.040961608442394
Kitasato University,Japan,2026,THE,1565.0,26.1009999999999,kitasato university,japan,1565,26.1009999999999,28.584474885844745,17.99831695778737
University of Texas Rio Grande Valley,United States,2026,THE,1566.0,26.0369999999999,university of texas rio grande valley,united states,1566,26.0369999999999,28.538812785388128,17.9255367540028
University of Lodz,Poland,2026,THE,1567.0,26.0304999999999,university of lodz,poland,1567,26.0304999999999,28.493150684931507,17.918145014555932
Manav Rachna International Institute of Research and Studies,India,2026,THE,1568.0,26.0039999999999,manav rachna international institute of research and studies,india,1568,26.0039999999999,28.447488584474883,17.88800946142638
Recep Tayyip ErdoÄŸan University,Turkey,2026,THE,1569.0,25.977,recep tayyip erdoäÿan university,turkey,1569,25.977,28.401826484018265,17.857305312954878
Universidad Francisco de Vitoria,Spain,2026,THE,1570.0,25.9749999999999,universidad francisco de vitoria,spain,1570,25.9749999999999,28.356164383561644,17.855030931586498
Obafemi Awolowo University,Nigeria,2026,THE,1571.0,25.9309999999999,obafemi awolowo university,nigeria,1571,25.9309999999999,28.31050228310502,17.804994541484607
Nagoya Institute of Technology,Japan,2026,THE,1572.0,25.9204999999999,nagoya institute of technology,japan,1572,25.9204999999999,28.264840182648403,17.7930540393012
Abdelmalek EssaÃ¢di University,Morocco,2026,THE,1573.0,25.9075,abdelmalek essaã¢di university,morocco,1573,25.9075,28.21917808219178,17.77827056040757
University of West Bohemia,Czechia,2026,THE,1574.0,25.9025,university of west bohemia,czechia,1574,25.9025,28.173515981735157,17.772584606986904
UniversitÃ© Hassan II de Casablanca,Morocco,2026,THE,1575.0,25.902,universitã© hassan ii de casablanca,morocco,1575,25.902,28.127853881278536,17.772016011644837
Universidade Federal do ABC (UFABC),Brazil,2026,THE,1576.0,25.9015,universidade federal do abc (ufabc),brazil,1576,25.9015,28.08219178082192,17.771447416302767
Chung Shan Medical University,Taiwan,2026,THE,1577.0,25.8894999999999,chung shan medical university,taiwan,1577,25.8894999999999,28.036529680365298,17.757801128093046
University of Nairobi,Kenya,2026,THE,1578.0,25.8744999999999,university of nairobi,kenya,1578,25.8744999999999,27.990867579908674,17.740743267831043
Universidade LusÃ³fona,Portugal,2026,THE,1579.0,25.8484999999999,universidade lusã³fona,portugal,1579,25.8484999999999,27.945205479452056,17.711176310043555
Dokuz EylÃ¼l University,Turkey,2026,THE,1580.0,25.8364999999999,dokuz eylã¼l university,turkey,1580,25.8364999999999,27.899543378995435,17.697530021833952
Toho University,Japan,2026,THE,1581.0,25.8265,toho university,japan,1581,25.8265,27.85388127853881,17.686158114992722
University of Benin,Nigeria,2026,THE,1582.0,25.7945,university of benin,nigeria,1582,25.7945,27.808219178082194,17.649768013100438
Universitas Negeri Padang,Indonesia,2026,THE,1583.0,25.7819999999999,universitas negeri padang,indonesia,1583,25.7819999999999,27.762557077625573,17.635553129548654
Federal University of Santa Maria,Brazil,2026,THE,1584.0,25.761,federal university of santa maria,brazil,1584,25.761,27.71689497716895,17.61167212518195
Lublin University of Technology,Poland,2026,THE,1585.0,25.75,lublin university of technology,poland,1585,25.75,27.671232876712327,17.59916302765648
Hormozgan University of Medical Sciences,Iran,2026,THE,1586.0,25.7445,hormozgan university of medical sciences,iran,1586,25.7445,27.62557077625571,17.592908478893744
Tamkang University,Taiwan,2026,THE,1587.0,25.7404999999999,tamkang university,taiwan,1587,25.7404999999999,27.579908675799086,17.588359716157097
National University of Colombia,Colombia,2026,THE,1588.0,25.7274999999999,national university of colombia,colombia,1588,25.7274999999999,27.534246575342465,17.573576237263353
Lodz University of Technology,Poland,2026,THE,1589.0,25.7195,lodz university of technology,poland,1589,25.7195,27.488584474885847,17.564478711790397
Del Rosario University,Colombia,2026,THE,1590.0,25.6854999999999,del rosario university,colombia,1590,25.6854999999999,27.442922374429223,17.52581422852973
KarabÃ¼k University,Turkey,2026,THE,1591.0,25.682,karabã¼k university,turkey,1591,25.682,27.397260273972602,17.521834061135372
University of La Rochelle,France,2026,THE,1592.0,25.6659999999999,university of la rochelle,france,1592,25.6659999999999,27.351598173515985,17.50363901018912
Escuela Superior PolitÃ©cnica del Litoral,Ecuador,2026,THE,1593.0,25.6654999999999,escuela superior politã©cnica del litoral,ecuador,1593,25.6654999999999,27.30593607305936,17.50307041484705
Yasouj University,Iran,2026,THE,1594.0,25.66,yasouj university,iran,1594,25.66,27.26027397260274,17.49681586608443
Vinayaka Missionâ€™s Research Foundation,India,2026,THE,1595.0,25.6505,vinayaka missionâ€™s research foundation,india,1595,25.6505,27.214611872146115,17.486012554585155
Hellenic Open University,Greece,2026,THE,1596.0,25.6414999999999,hellenic open university,greece,1596,25.6414999999999,27.168949771689498,17.475777838427838
Rikkyo University,Japan,2026,THE,1597.0,25.6275,rikkyo university,japan,1597,25.6275,27.123287671232877,17.459857168850075
Moscow Aviation Institute,Russian Federation,2026,THE,1598.0,25.62,moscow aviation institute,russian federation,1598,25.62,27.077625570776252,17.45132823871907
Durban University of Technology,South Africa,2026,THE,1599.0,25.6105,durban university of technology,south africa,1599,25.6105,27.031963470319635,17.440524927219798
University of Sunderland,United Kingdom,2026,THE,1600.0,25.6055,university of sunderland,united kingdom,1600,25.6055,26.986301369863014,17.434838973799128
Universiti Malaysia Perlis,Malaysia,2026,THE,1601.0,25.6015,universiti malaysia perlis,malaysia,1601,25.6015,26.94063926940639,17.430290211062598
Guangxi Normal University,China,2026,THE,1602.0,25.596,guangxi normal university,china,1602,25.596,26.894977168949772,17.424035662299858
Marmara University,Turkey,2026,THE,1603.0,25.568,marmara university,turkey,1603,25.568,26.84931506849315,17.392194323144107
Tashkent University of Information Technologies,Uzbekistan,2026,THE,1604.0,25.5619999999999,tashkent university of information technologies,uzbekistan,1604,25.5619999999999,26.80365296803653,17.38537117903919
UniversitÃ© Polytechnique Hauts-de-France,France,2026,THE,1605.0,25.5529999999999,universitã© polytechnique hauts-de-france,france,1605,25.5529999999999,26.757990867579906,17.375136462881986
Military Institute of Science and Technology (MIST),Bangladesh,2026,THE,1606.0,25.5299999999999,military institute of science and technology (mist),bangladesh,1606,25.5299999999999,26.71232876712329,17.34898107714691
Southwest Petroleum University,China,2026,THE,1607.0,25.5225,southwest petroleum university,china,1607,25.5225,26.666666666666668,17.340452147016013
BezmiÃ¢lem Vakif University,Turkey,2026,THE,1608.0,25.522,bezmiã¢lem vakif university,turkey,1608,25.522,26.621004566210043,17.339883551673946
Shree Guru Gobind Singh Tricentenary University,India,2026,THE,1609.0,25.5134999999999,shree guru gobind singh tricentenary university,india,1609,25.5134999999999,26.575342465753426,17.330217430858696
GMR Institute of Technology,India,2026,THE,1610.0,25.5125,gmr institute of technology,india,1610,25.5125,26.529680365296805,17.329080240174672
UniversitÃ© Sultan Moulay Slimane,Morocco,2026,THE,1611.0,25.5025,universitã© sultan moulay slimane,morocco,1611,25.5025,26.48401826484018,17.317708333333336
Nagaoka University of Technology,Japan,2026,THE,1612.0,25.48,nagaoka university of technology,japan,1612,25.48,26.438356164383563,17.292121542940322
Universiti Teknologi MARA,Malaysia,2026,THE,1613.0,25.4779999999999,universiti teknologi mara,malaysia,1613,25.4779999999999,26.392694063926943,17.289847161571938
University of the Ryukyus,Japan,2026,THE,1614.0,25.4185,university of the ryukyus,japan,1614,25.4185,26.347031963470318,17.222184315866087
Goa University,India,2026,THE,1615.0,25.41,goa university,india,1615,25.41,26.301369863013697,17.21251819505095
University of Lethbridge,Canada,2026,THE,1616.0,25.398,university of lethbridge,canada,1616,25.398,26.25570776255708,17.19887190684134
Ritsumeikan University,Japan,2026,THE,1617.0,25.378,ritsumeikan university,japan,1617,25.378,26.210045662100455,17.176128093158663
University of Warmia and Mazury in Olsztyn,Poland,2026,THE,1618.0,25.376,university of warmia and mazury in olsztyn,poland,1618,25.376,26.164383561643834,17.173853711790397
Osaka Medical and Pharmaceutical University,Japan,2026,THE,1619.0,25.3715,osaka medical and pharmaceutical university,japan,1619,25.3715,26.118721461187217,17.168736353711793
Pace University-New York,United States,2026,THE,1620.0,25.3684999999999,pace university-new york,united states,1620,25.3684999999999,26.073059360730593,17.16532478165928
Karadeniz Technical University,Turkey,2026,THE,1621.0,25.3405,karadeniz technical university,turkey,1621,25.3405,26.027397260273972,17.13348344250364
Pontifical Catholic University of ValparaÃ­so,Chile,2026,THE,1622.0,25.3365,pontifical catholic university of valparaã­so,chile,1622,25.3365,25.981735159817354,17.12893467976711
"University of the Andes, Chile",Chile,2026,THE,1623.0,25.3215,"university of the andes, chile",chile,1623,25.3215,25.93607305936073,17.1118768195051
University of Huelva,Spain,2026,THE,1624.0,25.305,university of huelva,spain,1624,25.305,25.89041095890411,17.093113173216885
Åžtefan cel Mare University of Suceava,Romania,2026,THE,1625.0,25.3025,åžtefan cel mare university of suceava,romania,1625,25.3025,25.844748858447485,17.09027019650655
Paris Nanterre University,France,2026,THE,1626.0,25.297,paris nanterre university,france,1626,25.297,25.799086757990867,17.084015647743815
University for Development Studies,Ghana,2026,THE,1627.0,25.287,university for development studies,ghana,1627,25.287,25.753424657534246,17.07264374090248
University of Worcester,United Kingdom,2026,THE,1628.0,25.2785,university of worcester,united kingdom,1628,25.2785,25.707762557077622,17.06297762008734
Mie University,Japan,2026,THE,1629.0,25.2765,mie university,japan,1629,25.2765,25.662100456621005,17.060703238719068
UniversitÃ© Sorbonne Nouvelle,France,2026,THE,1630.0,25.2734999999999,universitã© sorbonne nouvelle,france,1630,25.2734999999999,25.616438356164384,17.057291666666554
Slovak University of Technology in Bratislava,Slovakia,2026,THE,1631.0,25.2724999999999,slovak university of technology in bratislava,slovakia,1631,25.2724999999999,25.570776255707763,17.056154475982424
Communication University of China,China,2026,THE,1632.0,25.252,communication university of china,china,1632,25.252,25.525114155251146,17.032842066957787
Yeditepe University,Turkey,2026,THE,1633.0,25.24,yeditepe university,turkey,1633,25.24,25.47945205479452,17.01919577874818
University of Chester,United Kingdom,2026,THE,1634.0,25.2329999999999,university of chester,united kingdom,1634,25.2329999999999,25.4337899543379,17.011235443959134
University of Ostrava,Czechia,2026,THE,1635.0,25.2134999999999,university of ostrava,czechia,1635,25.2134999999999,25.388127853881276,16.98906022561852
Harran University,Turkey,2026,THE,1636.0,25.0984999999999,harran university,turkey,1636,25.0984999999999,25.34246575342466,16.858283296943117
University of Zimbabwe,Zimbabwe,2026,THE,1637.0,25.0864999999999,university of zimbabwe,zimbabwe,1637,25.0864999999999,25.296803652968038,16.844637008733514
University of Talca,Chile,2026,THE,1637.0,25.0864999999999,university of talca,chile,1637,25.0864999999999,25.296803652968038,16.844637008733514
"Jaypee Institute of Information Technology, Noida",India,2026,THE,1639.0,25.0795,"jaypee institute of information technology, noida",india,1639,25.0795,25.205479452054796,16.83667667394469
National Chin-Yi University of Technology,Taiwan,2026,THE,1640.0,25.0785,national chin-yi university of technology,taiwan,1640,25.0785,25.159817351598175,16.835539483260554
Kyiv National University of Construction and Architecture,Ukraine,2026,THE,1641.0,25.063,kyiv national university of construction and architecture,ukraine,1641,25.063,25.11415525114155,16.817913027656477
Universitas Syiah Kuala,Indonesia,2026,THE,1642.0,25.0465,universitas syiah kuala,indonesia,1642,25.0465,25.068493150684933,16.799149381368274
Hirosaki University,Japan,2026,THE,1643.0,25.0365,hirosaki university,japan,1643,25.0365,25.022831050228312,16.787777474526933
Satbayev University,Kazakhstan,2026,THE,1644.0,25.034,satbayev university,kazakhstan,1644,25.034,24.977168949771688,16.784934497816593
Muhimbili University of Health and Allied Sciences,Tanzania,2026,THE,1645.0,24.978,muhimbili university of health and allied sciences,tanzania,1645,24.978,24.93150684931507,16.7212518195051
Karpagam Academy of Higher Education,India,2026,THE,1646.0,24.9495,karpagam academy of higher education,india,1646,24.9495,24.885844748858446,16.68884188500728
Universiti Malaysia Kelantan,Malaysia,2026,THE,1647.0,24.9344999999999,universiti malaysia kelantan,malaysia,1647,24.9344999999999,24.840182648401825,16.671784024745158
Vali-e-Asr University of Rafsanjan,Iran,2026,THE,1648.0,24.8884999999999,vali-e-asr university of rafsanjan,iran,1648,24.8884999999999,24.794520547945208,16.619473253275
University of Silesia in Katowice,Poland,2026,THE,1649.0,24.85,university of silesia in katowice,poland,1649,24.85,24.748858447488583,16.57569141193596
CEU Universities,Spain,2026,THE,1650.0,24.8435,ceu universities,spain,1650,24.8435,24.703196347031962,16.568299672489083
Lincoln University College,Malaysia,2026,THE,1651.0,24.813,lincoln university college,malaysia,1651,24.813,24.65753424657534,16.533615356623
University of Pannonia,Hungary,2026,THE,1652.0,24.7639999999999,university of pannonia,hungary,1652,24.7639999999999,24.61187214611872,16.477893013100324
Unisinos University,Brazil,2026,THE,1653.0,24.7194999999999,unisinos university,brazil,1653,24.7194999999999,24.5662100456621,16.427288027656367
Universidade Federal da Bahia,Brazil,2026,THE,1654.0,24.7075,universidade federal da bahia,brazil,1654,24.7075,24.52054794520548,16.41364173944687
University of Rijeka,Croatia,2026,THE,1655.0,24.6964999999999,university of rijeka,croatia,1655,24.6964999999999,24.474885844748858,16.401132641921286
University of Hormozgan,Iran,2026,THE,1656.0,24.6905,university of hormozgan,iran,1656,24.6905,24.429223744292237,16.394309497816597
University of Santo Tomas,Philippines,2026,THE,1657.0,24.6794999999999,university of santo tomas,philippines,1657,24.6794999999999,24.383561643835616,16.38180040029101
Kastamonu University,Turkey,2026,THE,1658.0,24.6679999999999,kastamonu university,turkey,1658,24.6679999999999,24.337899543378995,16.36872270742347
Universidad AutÃ³noma de Chile,Chile,2026,THE,1659.0,24.6525,universidad autã³noma de chile,chile,1659,24.6525,24.292237442922374,16.35109625181951
"National Institute of Applied Sciences, Strasbourg (INSA Strasbourg)",France,2026,THE,1660.0,24.652,"national institute of applied sciences, strasbourg (insa strasbourg)",france,1660,24.652,24.246575342465754,16.350527656477443
Istanbul AydÄ±n University,Turkey,2026,THE,1661.0,24.65,istanbul aydä±n university,turkey,1661,24.65,24.200913242009133,16.34825327510917
University of Carthage,Tunisia,2026,THE,1662.0,24.6145,university of carthage,tunisia,1662,24.6145,24.15525114155251,16.30788300582242
Federal University of Rio Grande do Norte (UFRN),Brazil,2026,THE,1663.0,24.6029999999999,federal university of rio grande do norte (ufrn),brazil,1663,24.6029999999999,24.10958904109589,16.294805312954765
Far Eastern Federal University,Russian Federation,2026,THE,1664.0,24.59,far eastern federal university,russian federation,1664,24.59,24.06392694063927,16.280021834061138
Institut Teknologi Sepuluh Nopember,Indonesia,2026,THE,1665.0,24.5845,institut teknologi sepuluh nopember,indonesia,1665,24.5845,24.01826484018265,16.273767285298398
Alzahra University,Iran,2026,THE,1666.0,24.5709999999999,alzahra university,iran,1666,24.5709999999999,23.972602739726025,16.258415211062477
Universidade Federal de Juiz de Fora,Brazil,2026,THE,1667.0,24.567,universidade federal de juiz de fora,brazil,1667,24.567,23.926940639269407,16.253866448326058
Universiti Teknikal Malaysia Melaka,Malaysia,2026,THE,1668.0,24.5499999999999,universiti teknikal malaysia melaka,malaysia,1668,24.5499999999999,23.881278538812786,16.23453420669567
Maejo University,Thailand,2026,THE,1669.0,24.5404999999999,maejo university,thailand,1669,24.5404999999999,23.835616438356162,16.223730895196393
Jiangsu Normal University,China,2026,THE,1670.0,24.5144999999999,jiangsu normal university,china,1670,24.5144999999999,23.789954337899545,16.194163937408913
UniversitÃ© de Skikda,Algeria,2026,THE,1671.0,24.4889999999999,universitã© de skikda,algeria,1671,24.4889999999999,23.74429223744292,16.1651655749635
Ehime University,Japan,2026,THE,1672.0,24.4779999999999,ehime university,japan,1672,24.4779999999999,23.698630136986303,16.152656477438025
Tribhuvan University,Nepal,2026,THE,1673.0,24.4355,tribhuvan university,nepal,1673,24.4355,23.652968036529682,16.10432587336245
Acharya Nagarjuna University,India,2026,THE,1674.0,24.4349999999999,acharya nagarjuna university,india,1674,24.4349999999999,23.607305936073057,16.103757278020268
University of the Arts London,United Kingdom,2026,THE,1675.0,24.4219999999999,university of the arts london,united kingdom,1675,24.4219999999999,23.56164383561644,16.088973799126528
