university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,rank_numeric,score_original,score_numeric,rank_normalized,score_normalized
University of Zambia,Zambia,2026,THE,1781.0,22.652,university of zambia,zambia,1781,1781.0,22.652,22.652,18.72146118721461,13.795332456590065
Al-Nahrain University,Iraq,2026,THE,1782.0,22.6375,al-nahrain university,iraq,1782,1782.0,22.6375,22.6375,18.67579908675799,13.779172146312105
Catholic University of BrasÃ­lia,Brazil,2026,THE,1783.0,22.6325,catholic university of brasã­lia,brazil,1783,1783.0,22.6325,22.6325,18.63013698630137,13.773599625526606
Technical University of Liberec,Czechia,2026,THE,1784.0,22.6215,technical university of liberec,czechia,1784,1784.0,22.6215,22.6215,18.58447488584475,13.7613400797985
University of Pardubice,Czechia,2026,THE,1785.0,22.61,university of pardubice,czechia,1785,1785.0,22.61,22.61,18.538812785388128,13.748523281991842
National Changhua University of Education,Taiwan,2026,THE,1786.0,22.593,national changhua university of education,taiwan,1786,1786.0,22.593,22.593,18.493150684931507,13.729576711321133
University of Miyazaki,Japan,2026,THE,1787.0,22.543,university of miyazaki,japan,1787,1787.0,22.543,22.543,18.447488584474886,13.673851503466109
Nile University,Egypt,2026,THE,1788.0,22.512,nile university,egypt,1788,1788.0,22.512,22.512,18.401826484018265,13.639301874595994
Damghan University,Iran,2026,THE,1789.0,22.4979999999999,damghan university,iran,1789,1789.0,22.4979999999999,22.4979999999999,18.356164383561644,13.623698816396477
Metropolitan Autonomous University,Mexico,2026,THE,1790.0,22.4845,metropolitan autonomous university,mexico,1790,1790.0,22.4845,22.4845,18.310502283105023,13.60865301027573
Baku State University,Azerbaijan,2026,THE,1791.0,22.4135,baku state university,azerbaijan,1791,1791.0,22.4135,22.4135,18.2648401826484,13.529523215121591
University of West Attica,Greece,2026,THE,1792.0,22.397,university of west attica,greece,1792,1792.0,22.397,22.397,18.21917808219178,13.511133896529435
Universidade Federal de CiÃªncias da SaÃºde de Porto Alegre (UFCSPA),Brazil,2026,THE,1793.0,22.3815,universidade federal de ciãªncias da saãºde de porto alegre (ufcspa),brazil,1793,1793.0,22.3815,22.3815,18.17351598173516,13.493859082094376
REVA University,India,2026,THE,1794.0,22.3674999999999,reva university,india,1794,1794.0,22.3674999999999,22.3674999999999,18.12785388127854,13.478256023894858
Konya Technical University,Turkey,2026,THE,1795.0,22.3559999999999,konya technical university,turkey,1795,1795.0,22.3559999999999,22.3559999999999,18.08219178082192,13.465439226088202
Altai State University,Russian Federation,2026,THE,1796.0,22.3405,altai state university,russian federation,1796,1796.0,22.3405,22.3405,18.036529680365295,13.448164411653254
Kazan State Medical University,Russian Federation,2026,THE,1797.0,22.3365,kazan state medical university,russian federation,1797,1797.0,22.3365,22.3365,17.990867579908677,13.443706395024854
Grand Valley State University,United States,2026,THE,1798.0,22.3075,grand valley state university,united states,1798,1798.0,22.3075,22.3075,17.945205479452056,13.41138577446894
AtÄ±lÄ±m University,Turkey,2026,THE,1799.0,22.279,atä±lä±m university,turkey,1799,1799.0,22.279,22.279,17.899543378995432,13.379622405991576
Shahed University,Iran,2026,THE,1800.0,22.275,shahed university,iran,1800,1800.0,22.275,22.275,17.853881278538815,13.375164389363173
Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,2026,THE,1801.0,22.223,universidade estadual do norte fluminense darcy ribeiro,brazil,1801,1801.0,22.223,22.223,17.80821917808219,13.317210173193947
Al-Quds University,Palestine,2026,THE,1802.0,22.2195,al-quds university,palestine,1802,1802.0,22.2195,22.2195,17.76255707762557,13.313309408644095
Taras Shevchenko National University of Kyiv,Ukraine,2026,THE,1803.0,22.1989999999999,taras shevchenko national university of kyiv,ukraine,1803,1803.0,22.1989999999999,22.1989999999999,17.716894977168952,13.290462073423424
"State University ""Kyiv Aviation Institute""",Ukraine,2026,THE,1804.0,22.1539999999999,"state university ""kyiv aviation institute""",ukraine,1804,1804.0,22.1539999999999,22.1539999999999,17.671232876712327,13.240309386353902
Universidade Estadual de MaringÃ¡,Brazil,2026,THE,1805.0,22.1085,universidade estadual de maringã¡,brazil,1805,1805.0,22.1085,22.1085,17.62557077625571,13.189599447205937
Universitas Pendidikan Indonesia,Indonesia,2026,THE,1806.0,22.0574999999999,universitas pendidikan indonesia,indonesia,1806,1806.0,22.0574999999999,22.0574999999999,17.579908675799086,13.132759735193703
PÃ¡zmÃ¡ny PÃ©ter Catholic University,Hungary,2026,THE,1807.0,21.9585,pã¡zmã¡ny pã©ter catholic university,hungary,1807,1807.0,21.9585,21.9585,17.534246575342465,13.022423823640864
Universidad CatÃ³lica del Maule,Chile,2026,THE,1808.0,21.9384999999999,universidad catã³lica del maule,chile,1808,1808.0,21.9384999999999,21.9384999999999,17.488584474885847,13.000133740498743
Kenyatta University,Kenya,2026,THE,1809.0,21.9085,kenyatta university,kenya,1809,1809.0,21.9085,21.9085,17.442922374429223,12.966698615785837
University of Oradea,Romania,2026,THE,1810.0,21.8699999999999,university of oradea,romania,1810,1810.0,21.8699999999999,21.8699999999999,17.397260273972602,12.92379020573736
Shanxi Medical University,China,2026,THE,1811.0,21.8689999999999,shanxi medical university,china,1811,1811.0,21.8689999999999,21.8689999999999,17.35159817351598,12.922675701580259
Sinop University,Turkey,2026,THE,1812.0,21.8685,sinop university,turkey,1812,1812.0,21.8685,21.8685,17.30593607305936,12.922118449501818
Bharati Vidyapeeth University,India,2026,THE,1813.0,21.8565,bharati vidyapeeth university,india,1813,1813.0,21.8565,21.8565,17.26027397260274,12.908744399616612
Shimane University,Japan,2026,THE,1814.0,21.814,shimane university,japan,1814,1814.0,21.814,21.814,17.21461187214612,12.861377972939842
Ondokuz Mayis University,Turkey,2026,THE,1815.0,21.8065,ondokuz mayis university,turkey,1815,1815.0,21.8065,21.8065,17.168949771689498,12.853019191761586
Van YÃ¼zÃ¼ncÃ¼ Yil University,Turkey,2026,THE,1816.0,21.806,van yã¼zã¼ncã¼ yil university,turkey,1816,1816.0,21.806,21.806,17.123287671232877,12.852461939683039
Ankara Yildirim Beyazit University,Turkey,2026,THE,1817.0,21.8034999999999,ankara yildirim beyazit university,turkey,1817,1817.0,21.8034999999999,21.8034999999999,17.077625570776256,12.849675679290174
East West University,Bangladesh,2026,THE,1818.0,21.7655,east west university,bangladesh,1818,1818.0,21.7655,21.7655,17.031963470319635,12.807324521320465
Sofia University,Bulgaria,2026,THE,1819.0,21.7595,sofia university,bulgaria,1819,1819.0,21.7595,21.7595,16.986301369863014,12.800637496377862
R V College of Engineering,India,2026,THE,1820.0,21.7529999999999,r v college of engineering,india,1820,1820.0,21.7529999999999,21.7529999999999,16.940639269406393,12.7933932193566
Shizuoka University,Japan,2026,THE,1821.0,21.6644999999999,shizuoka university,japan,1821,1821.0,21.6644999999999,21.6644999999999,16.894977168949772,12.694759601453203
De La Salle University,Philippines,2026,THE,1822.0,21.619,de la salle university,philippines,1822,1822.0,21.619,21.619,16.84931506849315,12.64404966230524
El Bosque University,Colombia,2026,THE,1823.0,21.5974999999999,el bosque university,colombia,1823,1823.0,21.5974999999999,21.5974999999999,16.80365296803653,12.62008782292747
Muroran Institute of Technology,Japan,2026,THE,1824.0,21.5969999999999,muroran institute of technology,japan,1824,1824.0,21.5969999999999,21.5969999999999,16.75799086757991,12.619530570848916
Lobachevsky State University of Nizhni Novgorod,Russian Federation,2026,THE,1825.0,21.5529999999999,lobachevsky state university of nizhni novgorod,russian federation,1825,1825.0,21.5529999999999,21.5529999999999,16.71232876712329,12.570492387936499
Ferhat Abbas SÃ©tif University 1,Algeria,2026,THE,1826.0,21.5394999999999,ferhat abbas sã©tif university 1,algeria,1826,1826.0,21.5394999999999,21.5394999999999,16.666666666666664,12.55544658181564
Al-Muthanna University,Iraq,2026,THE,1827.0,21.5035,al-muthanna university,iraq,1827,1827.0,21.5035,21.5035,16.621004566210047,12.515324432160133
Polytechnic University of TimiÅŸoara,Romania,2026,THE,1828.0,21.4955,polytechnic university of timiåÿoara,romania,1828,1828.0,21.4955,21.4955,16.575342465753426,12.506408398903329
Londrina State University,Brazil,2026,THE,1828.0,21.4955,londrina state university,brazil,1828,1828.0,21.4955,21.4955,16.575342465753426,12.506408398903329
Teikyo University,Japan,2026,THE,1830.0,21.4645,teikyo university,japan,1830,1830.0,21.4645,21.4645,16.484018264840184,12.471858770033215
University of Lucknow,India,2026,THE,1831.0,21.3705,university of lucknow,india,1831,1831.0,21.3705,21.3705,16.43835616438356,12.367095379265766
University of RzeszÃ³w,Poland,2026,THE,1832.0,21.3695,university of rzeszã³w,poland,1832,1832.0,21.3695,21.3695,16.392694063926943,12.365980875108663
Lagos State University,Nigeria,2026,THE,1833.0,21.368,lagos state university,nigeria,1833,1833.0,21.368,21.368,16.34703196347032,12.364309118873013
St Petersburg Electrotechnical University (LETI),Russian Federation,2026,THE,1834.0,21.3675,st petersburg electrotechnical university (leti),russian federation,1834,1834.0,21.3675,21.3675,16.301369863013697,12.363751866794464
University of Miskolc,Hungary,2026,THE,1835.0,21.346,university of miskolc,hungary,1835,1835.0,21.346,21.346,16.25570776255708,12.339790027416804
Vietnam National University (Ho Chi Minh City),Vietnam,2026,THE,1836.0,21.3414999999999,vietnam national university (ho chi minh city),vietnam,1836,1836.0,21.3414999999999,21.3414999999999,16.210045662100455,12.33477475870974
University of Rwanda,Rwanda,2026,THE,1837.0,21.317,university of rwanda,rwanda,1837,1837.0,21.317,21.317,16.164383561643834,12.30746940686089
SzÃ©chenyi IstvÃ¡n University,Hungary,2026,THE,1838.0,21.3129999999999,szã©chenyi istvã¡n university,hungary,1838,1838.0,21.3129999999999,21.3129999999999,16.118721461187217,12.303011390232374
Hasanuddin University,Indonesia,2026,THE,1839.0,21.3014999999999,hasanuddin university,indonesia,1839,1839.0,21.3014999999999,21.3014999999999,16.073059360730593,12.29019459242572
University of Karachi,Pakistan,2026,THE,1840.0,21.2984999999999,university of karachi,pakistan,1840,1840.0,21.2984999999999,21.2984999999999,16.027397260273972,12.28685107995442
Universidad CatÃ³lica de la SantÃ­sima ConcepciÃ³n,Chile,2026,THE,1841.0,21.276,universidad catã³lica de la santã­sima concepciã³n,chile,1841,1841.0,21.276,21.276,15.981735159817351,12.261774736419767
Kochi University,Japan,2026,THE,1842.0,21.2679999999999,kochi university,japan,1842,1842.0,21.2679999999999,21.2679999999999,15.93607305936073,12.252858703162854
Bialystok University of Technology,Poland,2026,THE,1843.0,21.2565,bialystok university of technology,poland,1843,1843.0,21.2565,21.2565,15.890410958904111,12.240041905356307
State University of Ponta Grossa,Brazil,2026,THE,1844.0,21.2405,state university of ponta grossa,brazil,1844,1844.0,21.2405,21.2405,15.844748858447488,12.222209838842701
Pavlov First Saint Petersburg State Medical University,Russian Federation,2026,THE,1845.0,21.2305,pavlov first saint petersburg state medical university,russian federation,1845,1845.0,21.2305,21.2305,15.79908675799087,12.211064797271694
Samara State Medical University,Russian Federation,2026,THE,1846.0,21.2269999999999,samara state medical university,russian federation,1846,1846.0,21.2269999999999,21.2269999999999,15.753424657534246,12.207164032721733
Universidad Nacional de AsunciÃ³n,Paraguay,2026,THE,1847.0,21.2179999999999,universidad nacional de asunciã³n,paraguay,1847,1847.0,21.2179999999999,21.2179999999999,15.707762557077626,12.197133495307828
University of Sri Jayewardenepura,Sri Lanka,2026,THE,1848.0,21.2175,university of sri jayewardenepura,sri lanka,1848,1848.0,21.2175,21.2175,15.662100456621006,12.19657624322939
Lviv Polytechnic National University,Ukraine,2026,THE,1849.0,21.2159999999999,lviv polytechnic national university,ukraine,1849,1849.0,21.2159999999999,21.2159999999999,15.616438356164384,12.194904486993629
Akita University,Japan,2026,THE,1850.0,21.197,akita university,japan,1850,1850.0,21.197,21.197,15.570776255707763,12.173728908008826
University of Szczecin,Poland,2026,THE,1851.0,21.1785,university of szczecin,poland,1851,1851.0,21.1785,21.1785,15.52511415525114,12.153110581102467
GITAM University,India,2026,THE,1852.0,21.1255,gitam university,india,1852,1852.0,21.1255,21.1255,15.479452054794521,12.09404186077614
University of Fukui,Japan,2026,THE,1853.0,21.1034999999999,university of fukui,japan,1853,1853.0,21.1034999999999,21.1034999999999,15.4337899543379,12.06952276931982
Tomsk State University of Control Systems and Radioelectronics,Russian Federation,2026,THE,1854.0,21.0849999999999,tomsk state university of control systems and radioelectronics,russian federation,1854,1854.0,21.0849999999999,21.0849999999999,15.388127853881278,12.048904442413463
Adelphi University,United States,2026,THE,1855.0,21.0824999999999,adelphi university,united states,1855,1855.0,21.0824999999999,21.0824999999999,15.342465753424658,12.046118182020708
"Federal University of Technology, Owerri",Nigeria,2026,THE,1856.0,21.0645,"federal university of technology, owerri",nigeria,1856,1856.0,21.0645,21.0645,15.296803652968036,12.02605710719301
Antonio NariÃ±o University,Colombia,2026,THE,1857.0,21.0515,antonio nariã±o university,colombia,1857,1857.0,21.0515,21.0515,15.251141552511417,12.011568553150704
Naresuan University,Thailand,2026,THE,1858.0,21.0419999999999,naresuan university,thailand,1858,1858.0,21.0419999999999,21.0419999999999,15.205479452054796,12.000980763658136
North Khorasan University of Medical Sciences,Iran,2026,THE,1859.0,21.0069999999999,north khorasan university of medical sciences,iran,1859,1859.0,21.0069999999999,21.0069999999999,15.159817351598173,11.96197311815962
Saints Cyril and Methodius University in Skopje,North Macedonia,2026,THE,1860.0,21.0005,saints cyril and methodius university in skopje,north macedonia,1860,1860.0,21.0005,21.0005,15.114155251141554,11.954728841138577
Bilecik Åžeyh Edebali University,Turkey,2026,THE,1861.0,20.987,bilecik åžeyh edebali university,turkey,1861,1861.0,20.987,20.987,15.068493150684931,11.93968303501772
Kochi University of Technology,Japan,2026,THE,1862.0,20.9335,kochi university of technology,japan,1862,1862.0,20.9335,20.9335,15.02283105022831,11.880057062612844
Escuela PolitÃ©cnica Nacional,Ecuador,2026,THE,1863.0,20.9075,escuela politã©cnica nacional,ecuador,1863,1863.0,20.9075,20.9075,14.977168949771688,11.851079954528231
University of Diyala,Iraq,2026,THE,1864.0,20.898,university of diyala,iraq,1864,1864.0,20.898,20.898,14.931506849315069,11.840492165035776
Silpakorn University,Thailand,2026,THE,1865.0,20.853,silpakorn university,thailand,1865,1865.0,20.853,20.853,14.885844748858448,11.790339477966254
Federal University of ParÃ¡,Brazil,2026,THE,1866.0,20.8385,federal university of parã¡,brazil,1866,1866.0,20.8385,20.8385,14.840182648401825,11.774179167688297
Polytechnic University of Bucharest,Romania,2026,THE,1867.0,20.7425,polytechnic university of bucharest,romania,1867,1867.0,20.7425,20.7425,14.794520547945206,11.667186768606648
University of Passo Fundo (UPF),Brazil,2026,THE,1868.0,20.7185,university of passo fundo (upf),brazil,1868,1868.0,20.7185,20.7185,14.748858447488583,11.640438668836236
UniversitÃ© Kasdi Merbah Ouargla,Algeria,2026,THE,1869.0,20.714,universitã© kasdi merbah ouargla,algeria,1869,1869.0,20.714,20.714,14.703196347031962,11.635423400129282
Federal Rural University of Pernambuco,Brazil,2026,THE,1870.0,20.7039999999999,federal rural university of pernambuco,brazil,1870,1870.0,20.7039999999999,20.7039999999999,14.657534246575343,11.624278358558168
Kharkiv National University of Radio Electronics,Ukraine,2026,THE,1871.0,20.7025,kharkiv national university of radio electronics,ukraine,1871,1871.0,20.7025,20.7025,14.61187214611872,11.622606602322628
Samara National Research University (Samara University),Russian Federation,2026,THE,1872.0,20.6815,samara national research university (samara university),russian federation,1872,1872.0,20.6815,20.6815,14.566210045662102,11.599202015023517
Sivas Cumhuriyet University,Turkey,2026,THE,1873.0,20.657,sivas cumhuriyet university,turkey,1873,1873.0,20.657,20.657,14.520547945205479,11.571896663174556
UniversitÃ© 8 Mai 1945 Guelma,Algeria,2026,THE,1874.0,20.6405,universitã© 8 mai 1945 guelma,algeria,1874,1874.0,20.6405,20.6405,14.474885844748858,11.553507344582396
Grigore T. Popa University of Medicine and Pharmacy,Romania,2026,THE,1875.0,20.6124999999999,grigore t. popa university of medicine and pharmacy,romania,1875,1875.0,20.6124999999999,20.6124999999999,14.429223744292239,11.522301228183473
M S Ramaiah University of Applied Sciences (RUAS),India,2026,THE,1876.0,20.5515,m s ramaiah university of applied sciences (ruas),india,1876,1876.0,20.5515,20.5515,14.383561643835616,11.454316474600452
Erzincan Binali YÄ±ldÄ±rÄ±m University,Turkey,2026,THE,1877.0,20.548,erzincan binali yä±ldä±rä±m university,turkey,1877,1877.0,20.548,20.548,14.337899543378995,11.450415710050597
Sikkim Manipal University,India,2026,THE,1878.0,20.529,sikkim manipal university,india,1878,1878.0,20.529,20.529,14.292237442922373,11.42924013106569
NiÄŸde Ã–mer Halisdemir University,Turkey,2026,THE,1879.0,20.5214999999999,niäÿde ã–mer halisdemir university,turkey,1879,1879.0,20.5214999999999,20.5214999999999,14.246575342465754,11.420881349887326
Belarusian State University,Belarus,2026,THE,1880.0,20.5105,belarusian state university,belarus,1880,1880.0,20.5105,20.5105,14.200913242009133,11.408621804159331
Universitas Sumatera Utara,Indonesia,2026,THE,1881.0,20.4835,universitas sumatera utara,indonesia,1881,1881.0,20.4835,20.4835,14.15525114155251,11.378530191917616
National Taipei University,Taiwan,2026,THE,1882.0,20.4655,national taipei university,taiwan,1882,1882.0,20.4655,20.4655,14.10958904109589,11.358469117089806
Universidade do Estado de Santa Catarina,Brazil,2026,THE,1883.0,20.463,universidade do estado de santa catarina,brazil,1883,1883.0,20.463,20.463,14.063926940639268,11.355682856697058
University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,2026,THE,1884.0,20.4414999999999,university of science and technology of oran mohamed-boudiaf,algeria,1884,1884.0,20.4414999999999,20.4414999999999,14.018264840182649,11.331721017319282
Misr University for Science and Technology,Egypt,2026,THE,1885.0,20.418,misr university for science and technology,egypt,1885,1885.0,20.418,20.418,13.972602739726028,11.305530169627533
Sakarya University of Applied Sciences,Turkey,2026,THE,1886.0,20.412,sakarya university of applied sciences,turkey,1886,1886.0,20.412,20.412,13.926940639269406,11.298843144684929
Universidade Federal de Sergipe,Brazil,2026,THE,1887.0,20.4079999999999,universidade federal de sergipe,brazil,1887,1887.0,20.4079999999999,20.4079999999999,13.881278538812786,11.294385128056419
Oita University,Japan,2026,THE,1888.0,20.38,oita university,japan,1888,1888.0,20.38,20.38,13.835616438356164,11.263179011657714
University of MedellÃ­n,Colombia,2026,THE,1889.0,20.3134999999999,university of medellã­n,colombia,1889,1889.0,20.3134999999999,20.3134999999999,13.789954337899543,11.189064485210421
University of Mataram,Indonesia,2026,THE,1890.0,20.2934999999999,university of mataram,indonesia,1890,1890.0,20.2934999999999,20.2934999999999,13.744292237442924,11.166774402068407
University of Namibia,Namibia,2026,THE,1891.0,20.2855,university of namibia,namibia,1891,1891.0,20.2855,20.2855,13.698630136986301,11.157858368811716
Mustansiriyah University,Iraq,2026,THE,1892.0,20.2464999999999,mustansiriyah university,iraq,1892,1892.0,20.2464999999999,20.2464999999999,13.65296803652968,11.114392706684688
Bolu Abant Izzet Baysal University,Turkey,2026,THE,1893.0,20.2275,bolu abant izzet baysal university,turkey,1893,1893.0,20.2275,20.2275,13.607305936073057,11.093217127699887
Alberto Hurtado University,Chile,2026,THE,1894.0,20.1725,alberto hurtado university,chile,1894,1894.0,20.1725,20.1725,13.561643835616438,11.031919399059358
Universitas Andalas,Indonesia,2026,THE,1895.0,20.1665,universitas andalas,indonesia,1895,1895.0,20.1665,20.1665,13.515981735159817,11.025232374116756
MapÃºa University,Philippines,2026,THE,1896.0,20.1594999999999,mapãºa university,philippines,1896,1896.0,20.1594999999999,20.1594999999999,13.470319634703195,11.01743084501694
University of Sarajevo,Bosnia and Herzegovina,2026,THE,1897.0,20.1414999999999,university of sarajevo,bosnia and herzegovina,1897,1897.0,20.1414999999999,20.1414999999999,13.424657534246576,10.997369770189133
"Soochow University, Taiwan",Taiwan,2026,THE,1898.0,20.1405,"soochow university, taiwan",taiwan,1898,1898.0,20.1405,20.1405,13.378995433789953,10.996255266032144
Technical University of Sofia,Bulgaria,2026,THE,1899.0,20.0809999999999,technical university of sofia,bulgaria,1899,1899.0,20.0809999999999,20.0809999999999,13.333333333333334,10.929942268684552
Universiti Kuala Lumpur,Malaysia,2026,THE,1900.0,20.0405,universiti kuala lumpur,malaysia,1900,1900.0,20.0405,20.0405,13.287671232876713,10.884804850322094
The University of Danang,Vietnam,2026,THE,1901.0,19.9895,the university of danang,vietnam,1901,1901.0,19.9895,19.9895,13.24200913242009,10.827965138309967
University of Dar es Salaam,Tanzania,2026,THE,1902.0,19.8625,university of dar es salaam,tanzania,1902,1902.0,19.8625,19.8625,13.196347031963471,10.686423110358204
University of ValparaÃ­so,Chile,2026,THE,1903.0,19.861,university of valparaã­so,chile,1903,1903.0,19.861,19.861,13.150684931506849,10.684751354122552
National Chi Nan University,Taiwan,2026,THE,1904.0,19.8055,national chi nan university,taiwan,1904,1904.0,19.8055,19.8055,13.105022831050228,10.622896373403472
University of Phayao,Thailand,2026,THE,1905.0,19.798,university of phayao,thailand,1905,1905.0,19.798,19.798,13.059360730593609,10.614537592225219
University of Shizuoka,Japan,2026,THE,1906.0,19.6845,university of shizuoka,japan,1906,1906.0,19.6845,19.6845,13.013698630136986,10.488041370394313
Kirikkale University,Turkey,2026,THE,1907.0,19.684,kirikkale university,turkey,1907,1907.0,19.684,19.684,12.968036529680365,10.487484118315765
V.N. Karazin Kharkiv National University,Ukraine,2026,THE,1908.0,19.6645,v.n. karazin kharkiv national university,ukraine,1908,1908.0,19.6645,19.6645,12.922374429223742,10.465751287252303
University of Birjand,Iran,2026,THE,1909.0,19.6545,university of birjand,iran,1909,1909.0,19.6545,19.6545,12.876712328767123,10.454606245681296
University of Montenegro,Montenegro,2026,THE,1910.0,19.6474999999999,university of montenegro,montenegro,1910,1910.0,19.6474999999999,19.6474999999999,12.831050228310502,10.446804716581484
PSG College of Technology,India,2026,THE,1911.0,19.602,psg college of technology,india,1911,1911.0,19.602,19.602,12.785388127853881,10.396094777433522
AdÄ±yaman University,Turkey,2026,THE,1912.0,19.586,adä±yaman university,turkey,1912,1912.0,19.586,19.586,12.73972602739726,10.37826271091991
Kwansei Gakuin University,Japan,2026,THE,1913.0,19.5289999999999,kwansei gakuin university,japan,1913,1913.0,19.5289999999999,19.5289999999999,12.694063926940638,10.314735973965073
Burdur Mehmet Akif Ersoy University,Turkey,2026,THE,1914.0,19.4894999999999,burdur mehmet akif ersoy university,turkey,1914,1914.0,19.4894999999999,19.4894999999999,12.648401826484019,10.270713059759602
National Pingtung University of Science and Technology,Taiwan,2026,THE,1915.0,19.489,national pingtung university of science and technology,taiwan,1915,1915.0,19.489,19.489,12.602739726027398,10.270155807681165
AIIMS Rishikesh,India,2026,THE,1916.0,19.4499999999999,aiims rishikesh,india,1916,1916.0,19.4499999999999,19.4499999999999,12.557077625570775,10.226690145554132
Ã‡ankÄ±rÄ± Karatekin University,Turkey,2026,THE,1917.0,19.4444999999999,ã‡ankä±rä± karatekin university,turkey,1917,1917.0,19.4444999999999,19.4444999999999,12.511415525114156,10.220560372690079
University of Los Lagos,Chile,2026,THE,1918.0,19.4375,university of los lagos,chile,1918,1918.0,19.4375,19.4375,12.465753424657535,10.212758843590487
Latvia University of Life Sciences and Technologies,Latvia,2026,THE,1919.0,19.4344999999999,latvia university of life sciences and technologies,latvia,1919,1919.0,19.4344999999999,19.4344999999999,12.420091324200913,10.209415331119075
Bursa UludaÄŸ University,Turkey,2026,THE,1920.0,19.4315,bursa uludaäÿ university,turkey,1920,1920.0,19.4315,19.4315,12.374429223744292,10.206071818647883
Ming Chuan University,Taiwan,2026,THE,1921.0,19.403,ming chuan university,taiwan,1921,1921.0,19.403,19.403,12.32876712328767,10.17430845017052
NED University of Engineering and Technology,Pakistan,2026,THE,1922.0,19.4015,ned university of engineering and technology,pakistan,1922,1922.0,19.4015,19.4015,12.28310502283105,10.172636693934868
Atma Jaya Catholic University of Indonesia,Indonesia,2026,THE,1923.0,19.389,atma jaya catholic university of indonesia,indonesia,1923,1923.0,19.389,19.389,12.237442922374429,10.158705391971113
Georgian Technical University,Georgia,2026,THE,1924.0,19.3635,georgian technical university,georgia,1924,1924.0,19.3635,19.3635,12.191780821917808,10.130285535965049
Matej Bel University,Slovakia,2026,THE,1925.0,19.29,matej bel university,slovakia,1925,1925.0,19.29,19.29,12.146118721461187,10.048369480418163
Sri Ramachandra Institute of Higher Education and Research,India,2026,THE,1926.0,19.2774999999999,sri ramachandra institute of higher education and research,india,1926,1926.0,19.2774999999999,19.2774999999999,12.100456621004566,10.034438178454295
University of San MartÃ­n de Porres,Peru,2026,THE,1927.0,19.2435,university of san martã­n de porres,peru,1927,1927.0,19.2435,19.2435,12.054794520547945,9.99654503711299
Mendeleev University of Chemical Technology,Russian Federation,2026,THE,1928.0,19.1635,mendeleev university of chemical technology,russian federation,1928,1928.0,19.1635,19.1635,12.009132420091325,9.907384704544949
Universitas Muhammadiyah Yogyakarta,Indonesia,2026,THE,1929.0,19.136,universitas muhammadiyah yogyakarta,indonesia,1929,1929.0,19.136,19.136,11.963470319634704,9.876735840224685
Sophia University,Japan,2026,THE,1930.0,19.1205,sophia university,japan,1930,1930.0,19.1205,19.1205,11.917808219178081,9.859461025789628
National Chiayi University,Taiwan,2026,THE,1931.0,19.118,national chiayi university,taiwan,1931,1931.0,19.118,19.118,11.87214611872146,9.856674765396875
Universidad AutÃ³noma de QuerÃ©taro,Mexico,2026,THE,1932.0,19.1079999999999,universidad autã³noma de querã©taro,mexico,1932,1932.0,19.1079999999999,19.1079999999999,11.826484018264841,9.845529723825761
University of Taipei,Taiwan,2026,THE,1933.0,19.0679999999999,university of taipei,taiwan,1933,1933.0,19.0679999999999,19.0679999999999,11.78082191780822,9.800949557541736
State University of Santa Cruz,Brazil,2026,THE,1934.0,19.028,state university of santa cruz,brazil,1934,1934.0,19.028,19.028,11.735159817351597,9.756369391257829
Universidad San Ignacio de Loyola,Peru,2026,THE,1935.0,19.0244999999999,universidad san ignacio de loyola,peru,1935,1935.0,19.0244999999999,19.0244999999999,11.689497716894977,9.752468626707868
University of Mascara,Algeria,2026,THE,1936.0,19.0015,university of mascara,algeria,1936,1936.0,19.0015,19.0015,11.643835616438356,9.726835031094668
University of Craiova,Romania,2026,THE,1937.0,18.997,university of craiova,romania,1937,1937.0,18.997,18.997,11.598173515981735,9.721819762387716
Jianghan University,China,2026,THE,1938.0,18.9925,jianghan university,china,1938,1938.0,18.9925,18.9925,11.552511415525114,9.716804493680762
Belgorod State National Research University,Russian Federation,2026,THE,1939.0,18.958,belgorod state national research university,russian federation,1939,1939.0,18.958,18.958,11.506849315068493,9.678354100260792
Pontifical Catholic University of Argentina,Argentina,2026,THE,1940.0,18.9435,pontifical catholic university of argentina,argentina,1940,1940.0,18.9435,18.9435,11.461187214611872,9.662193789982839
KLE Academy of Higher Education and Research,India,2026,THE,1941.0,18.923,kle academy of higher education and research,india,1941,1941.0,18.923,18.923,11.415525114155251,9.639346454762276
Tokyo University of Agriculture,Japan,2026,THE,1942.0,18.9205,tokyo university of agriculture,japan,1942,1942.0,18.9205,18.9205,11.36986301369863,9.636560194369528
Kocaeli University,Turkey,2026,THE,1943.0,18.918,kocaeli university,turkey,1943,1943.0,18.918,18.918,11.32420091324201,9.633773933976773
Adana Alparslan TÃ¼rkeÅŸ Science and Technology University,Turkey,2026,THE,1944.0,18.913,adana alparslan tã¼rkeåÿ science and technology university,turkey,1944,1944.0,18.913,18.913,11.278538812785389,9.628201413191274
Mahasarakham University,Thailand,2026,THE,1945.0,18.886,mahasarakham university,thailand,1945,1945.0,18.886,18.886,11.232876712328768,9.598109800949556
Afyonkarahisar Health Sciences University,Turkey,2026,THE,1946.0,18.8745,afyonkarahisar health sciences university,turkey,1946,1946.0,18.8745,18.8745,11.187214611872145,9.585293003142905
